t;chord
0.0;N
0.058;G:maj
1.718;A:min7
3.262;B:min7
4.47;E:min7
6.502;A:min7
8.069;D:sus4
9.648;G:maj
14.466;A:min7
16.068;B:min7
17.682;Bb:min7
19.342;A:min7
20.886;D:maj/5
22.5;G:maj
27.341;A:min7
28.909;B:min7
30.488;Bb:min7
32.113;A:min7
33.704;D:maj/5
35.271;G:maj
38.499;B:min7
41.68;E:min7
44.919;A:min7
48.123;D:7
51.304;B:min7
54.462;E:min7
57.667;A:min7
59.246;B:min7
60.871;C:min7
62.473;D:9
67.245;G:maj
68.905;A:min7
70.531;B:min7
71.726;E:min7
73.7;A:min7
75.291;D:7
76.875;G:maj
81.734;A:min7
83.313;B:min7
84.532;E:min7
86.471;A:min7
88.124;D:7
89.707;G:maj
94.494;A:min7
96.073;B:min7
97.686;Bb:min7
99.254;A:min7
100.891;D:maj/5
102.481;G:maj
107.276;A:min7
108.878;B:min7
110.481;Bb:min7
112.106;A:min7
113.662;D:7
115.275;G:maj
118.538;B:min7
121.673;E:min7
124.923;A:min7
128.081;D:7
131.32;B:min7
134.478;E:min7
137.718;A:min7
139.32;B:min7
140.91;C:min
142.478;D:sus4(b7,9)
147.238;G:maj
148.898;A:min7
150.489;B:min7
151.742;E:min7
153.704;A:min7
155.312;D:sus4
156.839;G:maj
161.715;A:min7
163.329;B:min7
164.513;E:min7
166.545;A:min7
168.136;D:sus4
169.699;G:maj
174.54;A:min7
176.054;B:min7
177.691;Bb:min7
179.304;A:min7
180.883;D:7
182.509;G:maj
187.304;A:min7
188.871;B:min7
190.52;Bb:min7
192.075;A:min7
193.678;D:maj/5
195.326;G:maj
198.507;B:min7
201.689;E:min7
204.916;A:min7
208.074;D:7
211.336;B:min7
214.483;E:min7
217.745;A:min
219.312;B:min7
220.88;C:min
222.459;D:sus4
227.323;G:maj
228.926;A:min7
230.528;B:min7
231.735;E:min7
233.686;A:min7
235.326;D:sus4
236.85;G:maj
241.697;A:min7
243.299;B:min7
244.506;E:min7
246.457;A:min7
248.116;D:sus4
249.673;G:maj
252.923;G:maj6
257.591;N
