t;chord
0.0;Eb:maj(*3,*5)
5.503;Ab:maj7
6.861;Bb:min7
8.231;C:min7
9.59;Bb:min7
10.948;Ab:maj7
12.318;Bb:min7
13.677;C:min7
15.047;Bb:min7
21.873;Ab:maj7
23.232;Bb:min7
24.59;C:min7
25.96;F:7(b9)
27.33;Bb:min7
28.688;Eb:maj
29.396;Eb:7/b7
30.058;C:min7
31.417;F:min9
32.775;Bb:min7(2)
33.394;Bb:min7(2)/b7
34.133;G:dim
34.83;C:maj
35.503;F:min9
36.85;F:min9/b7
38.232;Bb:maj/3
39.567;Bb:maj6
40.263;Bb:maj7
40.948;Eb:sus2
42.218;Eb:maj6
43.003;Eb:7
43.688;Ab:maj
45.047;Bb:min7
46.405;C:min7
47.775;F:7
49.133;Bb:min7
50.503;Eb:maj
51.177;Db:maj
51.862;C:min7
53.209;F:min7
54.59;Bb:min7
55.948;Eb:maj6
57.307;Ab:maj7
58.677;F:min7
60.047;Bb:min7
61.405;Db:min
62.775;Ab:maj
65.48;Db:maj9
68.22;C:min7
70.937;Eb:maj/5
72.319;Ab:maj
73.689;G:min7
75.035;C:7
76.405;F:min
77.775;Ab:maj/5
79.134;Db:maj7
80.504;C:min7
81.177;F:min7
81.85;Gb:maj
84.59;Eb:maj7
85.224;Db:maj/2
85.943;C:min/b3
86.612;Bb:min/4
87.265;Db:maj9
90.035;Ab:maj
91.405;C:maj/5
92.764;F:min
94.122;Eb:maj7
95.492;Db:maj7
98.209;C:min7
100.931;F:min7
103.665;Bb:min
106.382;Db:min6
109.111;Ab:maj
111.853;Ab:maj7
113.197;Bb:min7
114.579;C:min7
115.937;Bb:min7
117.296;Ab:maj7
118.666;Bb:min7
120.024;C:min7
121.394;Bb:min7
128.131;Ab:maj
129.579;Bb:min7
130.926;C:min7
132.296;F:7(b9)
133.616;Bb:min
135.024;Eb:maj
135.709;Db:maj
136.394;C:min7
137.752;F:min7
139.122;Bb:min7
139.796;Ab:maj6
140.481;G:dim
141.154;C:7
141.827;F:min7
143.167;Ab:maj/5
144.544;Bb:7/3
147.284;Ab:maj/5
148.654;Eb:maj
149.328;Db:maj6
150.024;Ab:maj
151.394;Bb:min
152.741;C:min7
154.111;F:aug(b7)
155.481;Bb:min7
156.828;Eb:7
158.209;C:min7
159.556;F:min7
160.926;Bb:min
162.284;Eb:maj6
163.654;Ab:maj7
164.337;A:maj7/7
165.013;F:min
166.371;Bb:min7
167.718;Db:min
169.099;Ab:maj
171.853;Db:maj6
174.568;C:min7
177.284;Eb:maj/5
178.654;Ab:maj6
180.024;G:min7
181.394;C:7
182.741;F:min
184.111;Ab:maj/5
185.481;Db:maj7
186.839;C:min7
187.536;F:min7
188.209;Gb:maj7
190.949;Eb:maj
191.559;Db:maj/2
192.294;C:min/b3
192.935;Bb:min/4
193.62;Db:maj9
196.371;Ab:maj
197.741;C:maj/5
199.1;F:min
200.458;Eb:maj7
201.839;Db:maj7
204.591;C:min7
205.961;C:min
207.265;F:min7
210.013;Bb:min
212.741;Db:min
215.47;C:min
218.171;F:min7
220.926;Bb:min
223.655;Db:min
226.383;F:maj7
227.741;G:min7
229.1;A:min7
230.47;G:min7
231.84;F:maj7
233.198;G:min7
234.556;A:min7
235.926;G:min7
237.285;F:maj7
238.643;G:min7
240.013;A:min7
241.371;G:min7
242.73;F:min7
244.1;G:min7
245.47;N
