t;chord
0.0;N
0.046;Bb:maj6
2.461;Eb:maj7
3.437;Eb:aug
4.18;Ab:maj7
6.339;F:min7
7.338;Bb:maj
8.034;Eb:maj7
11.053;Eb:aug
11.912;Ab:maj7
14.095;F:min7
15.058;Bb:maj
15.918;Eb:maj
19.657;C:min
21.812;Eb:maj
23.527;C:min7
25.704;Ab:maj7
28.58;Bb:7
31.739;Ab:maj7
32.469;Bb:7
33.435;Eb:maj7
35.135;C:min
37.29;Eb:maj
38.988;C:min7
41.181;Ab:maj6
44.083;Bb:7
45.061;Eb:maj
46.743;C:min7
47.233;Ab:maj
47.962;Bb:maj
48.924;Ab:maj7
50.875;Bb:7/b7
52.802;G:min
54.482;C:min
56.68;F:min
60.546;Bb:maj
64.888;N
66.351;F:min
68.29;Bb:maj6
70.206;G:min
72.144;C:min
74.095;F:min
76.022;Bb:maj
77.949;Eb:maj
79.886;Eb:maj/5
81.839;F:min
83.778;Bb:maj
85.693;G:min
87.632;C:min
89.583;F:min7
91.51;Bb:maj
93.437;Eb:maj
95.38;Eb:maj7
96.343;Eb:aug
97.061;Ab:maj7
99.243;F:min7
100.217;Bb:maj
100.931;Eb:maj7
104.072;Eb:aug
104.8;Ab:maj7
107.02;F:min7
107.961;Bb:maj
108.931;Eb:maj
110.857;Eb:maj
112.555;C:min
114.71;Eb:maj
116.408;C:min
118.596;Ab:maj
121.486;Bb:maj
124.653;Ab:maj
125.371;Bb:maj
126.335;Eb:maj
128.033;C:min
130.204;Eb:maj
131.902;C:min7
134.084;Ab:maj
136.98;Bb:maj
137.959;Eb:maj
139.644;C:min
140.131;Ab:maj
140.875;Bb:maj
141.839;Ab:maj7
143.766;Bb:7/b7
145.705;G:min
147.396;C:min
149.571;F:min
153.437;Bb:maj
157.791;N
159.254;F:min
161.193;Bb:maj
163.118;G:min
165.059;C:min
166.998;F:min
168.925;Bb:maj
170.852;Eb:maj
172.849;Eb:maj/5
174.73;F:min
176.669;Bb:maj
178.596;G:min
180.294;C:min
182.474;F:min7
184.413;Bb:maj6
186.335;Eb:maj
188.279;F:min7
192.145;Eb:maj
196.023;Ab:maj7
199.901;A:hdim7
201.959;Eb:maj/5
203.037;Bb:maj
203.745;Ab:maj
205.706;Bb:maj
207.633;G:min
209.56;C:min
211.511;F:min
213.438;Bb:maj
215.377;Eb:maj
217.306;Eb:maj/5
219.254;F:min
221.193;Bb:maj
223.121;G:min
225.059;C:min
226.998;F:min7
228.914;Bb:maj
230.864;Eb:maj
233.763;Eb:aug
234.482;Ab:maj7
236.669;F:min7
237.633;Bb:maj
238.353;Eb:maj
241.511;N
