t;chord
0.0;N
0.058;N
3.529;C#:min
4.238;A:maj/3
5.294;E:maj/3
5.724;B:maj
7.012;E:maj/3
7.442;A:maj/3
8.742;B:sus4
9.567;B:maj
10.484;C#:min
11.099;A:maj/3
12.214;E:maj/3
12.899;B:maj
13.978;F#:min
15.267;A:maj
19.168;A:sus2
20.933;F#:sus4(b7)
22.663;B:sus4
26.146;A:sus2
27.887;F#:sus4(b7)
29.629;B:sus4
33.112;A:sus2
34.842;F#:sus4(b7)
36.583;B:sus4
40.066;A:sus2
41.366;F#:sus4(b7)
43.526;B:sus4
47.009;A:sus2
48.75;F#:sus4(b7)
50.492;B:sus4
53.963;A:sus2
55.705;F#:sus4(b7)
57.446;B:sus4
60.929;A:sus2
62.647;F#:sus4(b7)
64.389;B:sus4
67.884;F#:sus4(b7)
69.613;E:maj/3
71.332;A:maj
73.085;B:maj
74.188;E:maj/3
74.536;A:maj
78.286;B:maj
81.351;E:maj/3
81.572;A:maj
84.811;B:maj
88.038;E:maj/3
88.491;A:maj
92.218;B:maj
94.819;E:maj/5
95.689;C#:min
97.431;E:maj/5
99.172;A:maj
100.891;B:maj
102.597;E:maj
104.362;E:maj/3
106.127;A:sus2
107.88;E:maj/5
109.621;A:sus2
111.351;F#:sus4(b7)
113.093;B:sus4
116.564;A:sus2
118.306;F#:sus4(b7)
121.777;E:maj/5
123.53;A:sus2
125.272;F#:sus4(b7)
127.025;B:sus4
132.214;E:maj/3
133.956;A:maj
135.57;B:maj
136.766;E:maj/3
137.183;A:maj
140.899;B:maj
142.64;E:maj/5
143.72;E:maj/3
144.138;A:maj
147.853;B:maj
150.663;E:maj/3
151.115;A:maj
154.796;B:maj
156.549;E:maj/5
158.302;C#:min
160.044;E:maj/5
161.773;A:maj
163.515;B:maj
165.256;C#:min
166.986;A:maj
168.728;E:maj
170.458;B:maj
172.211;C#:min
173.952;A:maj
175.682;E:maj
177.435;B:7
178.306;A:maj
179.595;B:maj
180.907;F#:min7
182.637;E:maj/3
183.496;A:maj
184.378;B:maj
186.12;A:maj/3
187.849;E:maj/3
188.534;B:maj
189.603;E:maj/3
190.473;A:maj
191.332;B:maj
193.074;C:maj
200.04;F#:sus4(b7)
201.77;E:maj/3
203.5;A:maj
205.253;B:maj
206.994;F#:sus4(b7)
208.747;E:maj/3
210.466;A:maj
212.207;B:maj
213.937;E:maj/5
215.435;A:maj
218.964;B:maj
220.903;E:maj/5
221.96;E:maj/3
222.389;A:maj
225.663;B:maj
228.902;E:maj/3
229.32;A:maj
233.082;B:maj
235.729;E:maj/5
236.6;C#:min
238.364;B:maj
240.083;A:maj
241.824;B:maj
243.577;E:maj
245.272;E:maj/3
247.049;A:maj
248.79;E:maj/5
250.532;E:maj
252.25;E:maj/3
254.003;A:maj
255.721;E:maj/5
257.463;C#:min
258.194;A:maj
259.216;E:maj/3
259.646;B:maj
260.957;E:maj/3
261.596;A:maj
262.687;E:maj/5
263.558;B:maj
264.429;C#:min
265.079;A:maj
266.159;E:maj/3
266.6;B:maj
267.912;E:maj/3
268.341;A:maj
269.642;B:maj
271.395;E:maj
276.933;N
