t;chord
0.0;N
0.104;C:maj
2.589;A:min
5.062;F:maj7
7.535;G:7
10.008;C:maj
12.481;A:min
14.965;F:maj7
16.184;D:min7
17.427;C:maj/5
18.322;N
19.9;C:maj
22.384;A:min
24.857;F:maj7
26.057;D:min7
27.33;G:7
29.803;C:maj
32.276;A:min
34.743;F:maj
35.991;G:maj
37.233;C:maj
39.69;E:min
42.139;A:min
44.64;E:min7
46.811;A:min
47.42;G:maj
48.016;A:min
49.598;E:min7
51.769;A:min
52.359;A:min/5
53.0;D:maj6
54.532;D:min
57.028;G:7
59.49;C:maj7
61.974;E:min7
64.447;A:min
66.908;D:min7
68.162;G:maj
69.393;C:maj
71.866;E:min
72.795;A:min
74.33;D:min7
76.812;F:min
78.054;G:maj
79.296;C:maj
81.757;A:min7
84.23;F:maj7
86.715;C:maj/5
87.946;G:maj/5
89.188;C:maj
91.661;A:min7
94.134;F:maj7
96.607;C:maj/5
97.849;G:maj
99.08;C:maj
101.552;A:min7
104.037;F:maj
105.268;C:maj/5
106.51;C:maj
108.96;E:min7
111.398;A:min
113.929;E:min7
116.088;A:min
116.692;G:maj
117.296;A:min
118.875;E:min7
121.046;A:min
121.649;A:min/5
122.276;D:maj
123.82;D:min
126.293;G:7
128.793;C:maj
131.239;E:min7
133.712;A:min
136.197;D:min
137.427;G:maj
138.67;C:maj
141.142;E:min
142.071;A:min
143.607;D:min7
146.1;F:min
147.331;G:7
148.573;Ab:maj
151.046;Bb:maj
153.507;C:maj
155.992;G:min
157.222;C:maj
158.465;F:maj7
160.938;F:min
163.41;E:min
164.339;A:7
165.883;D:min7
168.356;F:min
170.841;C:maj/5
173.302;G:maj
175.787;C:maj
178.248;E:min
180.721;A:min
183.171;D:min7
184.392;G:7
185.678;C:maj
188.14;E:min
190.624;A:min
193.097;D:min
194.328;G:maj
195.57;C:maj
198.043;E:min
198.983;A:min
200.526;D:min7
203.0;F:min
204.208;G:maj
205.473;C:maj
207.946;E:min
210.419;A:min
212.892;D:min7
214.11;G:maj
215.365;C:maj
218.767;A:min
220.311;D:min7
222.784;F:min
224.015;G:maj
225.257;C:maj
227.73;F:min
231.004;C:maj
237.145;N
