t;chord
0.0;N
0.174;F#:sus2
1.811;B:maj7/5
4.137;F#:sus2
5.898;B:maj7/5
8.185;F#:sus2
9.938;B:maj7/5
12.19;F#:sus2
14.002;B:maj7/5
16.231;F#:sus2
18.065;B:maj7/5
20.364;F#:sus2
22.152;B:maj7/5
24.404;F#:sus2
26.227;B:maj7/5
28.491;F#:sus2
30.314;B:maj7/5
32.601;F#:sus2
34.319;B:maj7/5
36.595;F#:sus2
38.432;B:maj7/5
40.681;F#:sus2
42.493;B:maj7/5
44.745;F#:sus2
46.51;B:maj7/5
48.832;B:min
50.91;F#:maj/5
52.965;D:dim7
54.962;F#:min
56.982;B:min
59.025;A:maj
61.068;D:7
63.112;C#:7
65.144;F#:min
67.175;G#:7
69.207;G:maj
71.25;F#:min
75.314;G#:7
77.346;G:maj
79.366;F#:min
81.398;N
89.548;F#:sus2
91.331;B:maj7/5
93.626;F#:sus2
95.341;B:maj7/5
97.675;F#:sus2
99.437;B:maj7/5
101.773;F#:sus2
103.654;B:maj7/5
105.813;F#:sus2
107.542;B:maj7/5
109.913;F#:sus2
111.642;B:maj7/5
113.964;F#:sus2
115.682;B:maj7/5
118.017;F#:sus2
119.769;B:maj7/5
122.137;B:min
124.111;F#:min/5
126.142;D:dim7
128.186;F#:min
130.171;B:min7
132.249;A:maj
134.281;D:7
136.336;C#:7
138.368;F#:min
140.399;G#:maj
142.42;G:maj7
144.475;F#:min
148.526;G#:7
150.558;G:maj7
152.59;F#:min
156.677;G#:7
158.685;G:maj7
160.74;F#:min
164.804;G#:7
166.835;G:maj7
168.879;F#:min
171.909;F#:min(*b3,*5)
179.003;F#:min
181.058;G#:7
183.089;G:maj
185.098;F#:min
189.208;G#:7
191.24;G:maj7
193.283;F#:min
197.346;G#:7
199.367;G:maj7
201.363;B:min7
203.593;C#:min7
205.404;D:maj7
207.494;C#:min9
209.514;B:min9
211.534;C#:min7
213.6;D:maj7
221.704;N
