t;chord
0.0;N
0.208;G:maj
1.184;C:maj
2.101;G:maj/3
3.599;A:min
4.516;E:min/b3
6.014;F:maj
6.908;C:maj/3
8.394;D:min7
9.288;G:sus4
13.189;C:maj
15.604;E:7
17.984;A:min
20.387;C:7
22.79;F:maj
25.182;E:min7
26.088;A:min
27.559;D:min7
29.989;G:sus4
30.877;G:maj
32.392;C:maj
34.795;E:7
37.198;A:min
39.576;C:7
41.993;F:maj
44.397;E:min7
45.291;A:min
46.788;D:min7
47.694;G:7
49.174;C:maj
50.057;C:7
51.595;F:maj
53.998;E:min7
56.401;D:min7
57.295;E:7
58.793;A:min
59.687;C:7
61.196;F:maj
63.599;E:min7
64.493;A:min
65.991;D:min7
68.383;G:sus4(b7)
69.027;G:7
69.584;G:sus4(b7)
70.206;G:7
70.821;C:maj
71.703;G:maj/3
73.189;A:min
74.057;E:min/b3
75.581;F:maj
76.487;C:maj/3
77.996;D:min7
78.851;G:7
79.673;G:7/b7
80.387;E:min7
82.791;A:min7
83.685;A:min7/b7
85.194;D:min7
87.543;G:sus4(b7)
88.201;G:7
88.816;G:sus4(b7)
89.362;G:7
90.001;C:maj
90.906;G:maj/3
92.392;A:min
93.257;E:min/b3
94.807;F:maj
95.689;C:maj/3
97.187;D:min7
98.09;G:7
99.01;G:7/b7
99.59;E:min7
101.982;A:min7
102.888;A:min7/b7
104.397;D:min7
106.795;G:sus4(b7)
107.392;G:7
107.996;G:sus4(b7)
108.588;G:7/3
109.192;C:maj
110.097;G:maj/3
111.583;A:min
112.489;E:min/b3
113.987;F:maj
114.892;C:maj/3
116.39;D:min7
117.29;G:sus4(b7)
118.793;C:maj
121.185;E:7
123.588;A:min
125.98;C:7
128.383;F:maj
130.786;E:min7
131.68;A:min
133.178;D:min7
135.593;G:sus4
136.475;G:maj
137.985;C:maj
140.388;E:7
142.791;A:min
145.183;C:7
147.586;F:maj
150.001;E:min7
150.883;A:min
152.381;D:min7
153.287;G:maj
154.784;C:maj
155.69;C:7
157.187;F:maj
159.591;E:min
161.982;D:min7
162.888;E:7
163.782;E:7/3
164.386;A:min
165.291;C:7
166.789;F:maj7
169.192;E:min7
170.086;A:min
171.595;D:min7
173.987;G:sus4(b7)
174.573;G:7
175.183;G:sus4(b7)
175.787;G:7
176.39;C:maj
177.273;G:maj/3
178.794;A:min
179.624;E:min/b3
181.197;F:maj
182.091;C:maj/3
183.589;D:min7
184.467;G:7
185.45;G:7/b7
185.98;E:min7
188.383;A:min7
189.297;A:min7/b7
190.798;D:min7
193.176;G:sus4(b7)
193.763;G:7
194.376;G:sus4(b7)
194.996;G:7
195.593;C:maj
196.473;G:maj/3
197.985;A:min
198.89;E:min/b3
200.388;F:maj
201.282;C:maj/3
202.791;D:min7
203.722;G:7
205.195;E:min7
207.586;A:min
208.481;A:min7/b7
209.99;D:min7
212.408;G:sus4(b7)
212.985;G:7
213.589;G:sus4(b7)
214.192;G:7
214.796;F:min7
217.188;G:min7
219.527;C:maj
221.693;C:sus4
222.296;C:maj
224.386;F:min
226.789;G:min
229.193;D:min7
231.294;G:sus4(b7)
232.18;G:7
232.816;G:sus4(b7)
233.404;G:7
233.999;C:maj
234.916;G:maj/3
236.391;A:min
237.285;E:min/b3
238.806;F:maj
239.711;C:maj/3
241.209;D:min7
242.155;G:sus4(b7)
243.589;E:min7
245.981;A:min7
246.857;A:min7/b7
248.395;D:min7
250.776;G:sus4(b7)
251.391;G:7
252.029;G:sus4(b7)
252.621;G:7
253.19;C:maj
254.096;G:maj/3
255.582;A:min
256.49;E:min/b3
257.997;F:maj
258.891;C:maj/3
260.377;D:min7
261.29;G:7
262.118;G:7/b7
262.792;E:min7
265.183;A:min7
266.065;A:min7/b7
267.587;D:min7
270.002;G:sus4(b7)
270.599;G:7
271.18;G:sus4(b7)
271.79;G:7
272.393;C:maj
273.299;G:maj/3
274.785;A:min
275.679;E:min/b3
277.177;F:maj
278.094;C:maj/3
279.591;D:min7
280.62;G:sus4(b7)
282.343;G:7
284.026;C:maj
290.331;N
