t;chord
0.0;N
0.242;C:sus2
3.701;D:7/b7
6.981;G:maj(2)/3
10.295;G:min/b3
13.589;D:maj/5
16.846;G#:hdim7
18.531;E:maj7/3
20.148;G:maj/2
23.483;A:sus2(b7)
26.71;D:maj
30.011;G:maj6/5
33.198;D:maj7
36.603;G:maj6/5
39.907;D:maj
43.044;G:maj6/5
46.387;F#:min7
47.963;B:9
49.715;F:min7
51.371;B:9
53.043;G:maj9
56.235;G:maj7
57.861;E:hdim7/b3
59.7;D:maj
62.883;G:maj6/5
66.107;D:maj7
69.379;G:maj6/5
72.723;D:maj
76.019;G:maj6/5
79.329;F:min7
81.195;B:9
82.569;F#:min7
84.339;B:9
85.939;D:maj6
92.491;G:maj(9)
95.739;F:maj/2
98.979;C:maj
100.859;D:maj/b7
102.291;B:min
103.867;E:7/3
105.603;A:min7
108.844;F:maj9
112.229;D:min7
113.469;G:maj6(b7)
114.799;G:aug(b7)
115.438;G:sus4/2
117.123;A:min7/b7
118.827;C:maj/2
119.629;D:maj
120.326;C:maj/2
121.255;D:maj
122.195;G:maj
123.716;F:maj/2
125.379;G:maj
127.004;F:maj/2
128.653;C:maj
130.209;D:7/b7
131.931;G:sus2/3
133.528;G:min/b3
135.292;B:min7/b7
138.491;E:hdim7/b5
141.77;D:maj
145.177;G:maj6/5
148.345;D:maj7
151.609;G:maj6/5
154.965;D:maj
158.222;G:maj6/5
161.545;F#:min7
163.19;B:9
164.816;F#:min7
166.394;B:9
168.088;D:maj6
174.688;G:sus2
177.92;F:maj/2
181.189;C:maj
182.784;D:7/b7
184.464;B:min
186.08;E:7/3
187.761;A:min7
191.147;F:maj9
194.376;D:maj7
195.599;G:maj6(b7)
197.656;C:maj(9)/6
199.313;C:maj(9)/5
200.92;C:maj/2
201.642;D:maj
202.586;C:maj/2
203.5;D:maj
204.292;G:maj
205.815;F:maj/2
207.567;G:maj
209.184;F:maj/2
210.904;C:maj
212.412;D:maj/b7
214.039;B:min
215.712;E:min7
217.384;A:min7
219.008;D:7
220.664;G:maj
222.296;G:7
223.951;C:min7
225.6;F:maj
227.279;Bb:maj
228.847;G:min9
230.471;D:maj/3
231.249;D:7
232.096;G:min
232.947;F:maj
233.832;Eb:maj
237.088;D:sus4
238.792;D:7
240.392;G:maj(9)
243.672;F:maj/2
246.944;C:maj
248.56;D:7/b7
250.263;B:min
251.888;E:7/3
253.48;A:min7
256.792;F:maj9
260.107;D:min7
261.415;G:maj6(b7)
263.423;A:min7
264.959;C:maj/5
266.694;C:maj/2
267.559;D:maj
268.375;C:maj/2
269.192;D:maj
270.063;G:maj
271.567;F:maj/2
273.272;G:maj
275.031;F:maj/2
276.791;C:maj
279.912;D:7/b7
283.173;G:maj(9)/3
286.429;G:min/b3
289.741;D:maj/5
293.029;G#:hdim7
296.343;G:maj/2
299.653;A:sus2(b7)
303.824;D:maj
313.373;N
