t;chord
0.0;N
0.093;C:maj
1.614;G:maj/3
3.1;A:min
4.609;C:maj/5
6.095;F:maj7
7.593;G:maj
9.114;C:maj
12.121;C:maj
13.619;G:maj/3
15.035;A:min
16.579;C:maj/5
18.112;F:maj
19.621;G:maj
21.119;C:maj
25.612;G:maj/3
27.098;A:min
28.619;C:maj/5
30.128;F:maj
31.626;G:maj
33.019;C:maj
34.609;C:maj
36.119;Bb:maj
39.114;C:maj
42.121;Bb:maj
45.116;C:maj
48.112;F:maj
51.119;C:maj
54.114;Db:maj
57.109;Eb:maj
58.236;F:maj
60.116;G:maj
66.119;C:maj
66.862;G:maj/3
67.605;A:min
69.126;F:maj
70.6;G:maj
72.11;A:min
72.864;C:maj/5
73.607;F:maj
75.117;D:maj
76.603;G:maj
78.112;C:maj
78.855;G:maj/3
79.61;A:min
81.107;F:maj
82.605;G:maj
84.103;A:min7
85.6;F:maj
87.11;D:min7
87.864;D:maj/5
88.607;G:maj
90.105;F:min
93.112;C:maj
96.049;D:hdim7/b7
99.033;C:maj
109.61;G:maj/3
111.119;A:min
112.617;C:maj/5
114.126;F:maj
115.531;G:maj
117.075;C:maj
121.615;G:maj/3
123.124;A:min
124.993;G:maj
126.119;F:maj
127.605;G:maj
129.115;C:maj
132.122;Bb:maj
135.117;C:maj
138.124;Bb:maj
141.131;C:maj
144.115;Bb:maj
147.122;C:maj
150.117;Db:maj
153.124;Eb:maj
154.25;F:maj
156.131;C:maj
156.874;G:maj/3
157.617;A:min
159.126;F:maj
160.624;G:maj
162.122;A:min
162.876;C:maj/5
163.619;F:maj
165.129;D:min7
166.626;G:maj
168.124;C:maj
168.867;G:maj/3
169.575;A:min
171.131;F:maj
172.606;G:7
174.126;A:min7
174.858;C:maj/5
175.624;F:maj
177.122;D:min7
178.62;G:maj
180.129;F:min
183.124;C:maj
186.12;Db:maj
189.115;Eb:maj
192.122;Db:maj
195.129;Eb:maj
198.124;Db:maj
201.12;Eb:maj
204.127;F:maj
210.129;C:maj
210.872;G:maj/3
211.627;A:min
213.124;F:maj
214.622;G:maj
216.12;A:min
216.863;C:maj/5
217.617;F:maj
219.115;D:min7
220.624;G:7
222.122;C:maj
222.877;G:maj/3
223.62;A:min
225.129;F:maj
226.615;G:maj
228.124;A:min7
228.809;C:maj/5
229.622;F:maj
231.131;D:min7
232.618;G:7
234.127;F:min
237.122;C:maj
240.048;D:hdim7/b7
243.055;C:maj
246.108;D:hdim7/b7
249.104;C:maj
253.62;N
