t;chord
0.0;N
0.058;E:min7
1.231;D#:aug
2.38;G:maj6/5
3.553;A:7/3
4.714;A:min7
5.875;D:7
7.047;G:maj7
8.208;B:aug
9.381;E:min7
10.542;D#:aug
11.714;G:maj6/5
12.865;A:7/3
14.036;A:min7
16.4;D:sus4
18.116;Eb:dim
18.701;E:min7
21.004;E:min6
23.331;E:min7
25.661;E:min6
28.0;E:min7
30.335;E:min6
32.653;E:min7
35.005;E:min6
37.306;E:min7
39.661;E:min6
41.959;E:min7
44.31;E:min6
46.629;E:min7
48.947;E:min6
51.282;E:min7
53.633;E:min6
55.972;C:maj
58.305;C:min
60.627;B:min7
62.933;E:min7
65.295;A:min7
67.617;B:min7
69.95;C:min7
72.284;G:maj6/5
72.864;F#:maj6/5
73.445;F:maj6/5
74.037;G:aug
74.604;C:maj
75.78;B:min7
76.939;E:min
78.112;A:7
79.265;A:min
80.433;D:7
81.607;G:maj7
82.768;B:aug
83.927;C:maj
85.101;B:min7
86.262;E:min
87.423;A:maj6
88.573;A:min7
90.89;D:sus4(b7)
93.24;E:min7
95.584;E:min6
97.888;E:min7
100.224;E:min6
102.563;E:min7
104.866;E:min6
107.2;E:min7
109.538;E:min6
111.853;E:min7
114.188;E:min6
116.522;E:min7
118.841;E:min6
121.22;C:maj
123.542;F:min7
125.875;B:min
128.197;E:min
130.543;A:min7
132.865;B:min7
135.198;C:min7
137.513;G:maj6/5
138.101;F#:maj6/5
138.693;F:maj6/5
139.273;G:aug
139.864;C:maj7
141.018;B:aug
141.605;B:aug/3
142.193;E:min7
143.354;A:7
144.515;A:min7
145.682;D:maj
146.837;G:maj7
147.998;B:aug
149.181;C:maj
150.342;B:aug
151.503;E:min7
152.671;A:7
153.832;A:min7
156.747;D:maj
158.36;E:min
177.145;C:maj7
179.461;F:7
181.789;B:min7
184.123;E:min7
185.284;E:min7/b7
186.456;A:min7
188.778;B:min7
191.123;C:min7
193.457;G:maj6/5
194.038;F#:maj6/5
194.618;F:maj6/5
195.199;G:aug
195.766;C:maj7
196.949;B:aug
198.11;E:min7
199.274;A:7
200.446;A:min7
201.607;D:maj
202.768;G:maj7
203.941;B:aug
205.09;C:maj7
206.266;B:aug
207.435;E:min7
208.573;A:7
209.757;A:min7
212.078;D:maj
213.261;B:aug
214.429;C:maj7
215.583;B:aug
216.751;E:min7
217.908;A:7
219.073;A:min7
220.241;D:maj
221.414;G:maj7
222.575;B:aug
223.732;C:maj7
224.907;B:aug
226.069;E:min7
227.222;A:7
228.403;A:min
229.564;C:maj
230.71;D:sus4
233.056;E:min7
235.374;E:min6
237.698;E:min7
240.074;E:min6
242.384;E:min7
244.693;E:min6
247.004;E:min7
249.359;E:min6
251.706;N
