t;chord
0.0;N
1.974;Eb:maj
5.166;G:min/5
8.452;Eb:maj
11.598;G:min/5
14.884;Eb:maj
18.1;G:min
21.316;Eb:maj
24.555;G:min
26.61;D:maj
29.408;C:min
30.383;D:min
31.347;C:min7
32.322;D:min7
33.274;C:min
34.238;D:min
35.201;G:min9
36.212;G:min
37.14;C:min
38.116;D:min
39.079;C:min7
40.054;D:min7
41.018;C:min
41.993;D:min
42.957;G:min9
43.951;G:min
44.884;C:min
45.859;D:min
46.823;Bb:maj
48.75;C:min
49.726;D:min
50.689;G:min
52.616;C:min
53.592;D:min
54.567;Bb:maj
56.506;C:min
57.469;D:min
58.421;C:min
59.397;D:min7
60.349;C:min
61.301;D:min
62.276;C:min7
63.298;D:min7
64.215;C:min
65.178;D:min
66.106;G:min9
67.082;G:min
68.058;C:min
69.045;D:min
70.02;C:min
70.972;D:min7
71.947;C:min
72.911;D:min
73.894;G:min9
74.838;G:min7
75.802;C:min/b3
76.8;F:maj6
77.764;Bb:maj9
79.679;C:min
80.655;D:min
81.618;G:min
83.545;C:min/b3
84.509;D:min
85.461;Bb:maj
87.4;C:min
88.352;D:min
89.327;Eb:maj6
90.302;Bb:maj/5
91.278;Eb:maj
94.505;G:min
97.733;Eb:maj
100.949;G:min
104.176;Eb:maj
107.404;G:min
110.608;Eb:maj
113.836;G:min
117.063;Eb:maj7
118.027;D:min7
118.677;Db:maj
119.629;C:min7
120.256;Cb:maj7
121.243;Bb:min
121.893;A:maj6
122.906;Ab:min7
123.527;Eb:maj
124.459;D:min7
125.098;Db:maj7
126.073;C:min7
126.723;Cb:maj7
127.722;Bb:min
128.337;A:maj6
129.312;Ab:min7
129.962;A:maj
130.433;Bb:maj
130.926;C:maj
131.38;D:maj
131.951;Eb:maj
132.888;F:7
135.129;Bb:maj
135.779;C:min
136.742;D:min
137.718;G:min
139.645;Eb:maj6
140.62;D:min7
141.572;Bb:maj
143.499;C:min
144.475;D:min
145.45;Eb:maj6
146.402;F:maj
147.365;Eb:maj
150.605;G:min
153.832;Eb:maj
157.048;G:min
160.311;Eb:maj
163.494;G:min
166.557;Eb:maj
169.927;G:min
173.325;Eb:maj
176.392;G:min
179.769;Eb:maj
183.008;G:min
185.887;Eb:maj
189.306;G:min/5
192.571;Eb:maj
195.755;G:min/5
198.763;Eb:maj
201.863;G:min
204.057;N
