t;chord
0.0;N
0.035;N
1.045;Bb:maj7
3.715;A:min7
4.714;F:maj/3
6.385;G:min7
9.044;F:maj
11.714;Bb:maj7
14.385;A:min7
15.325;F:maj/3
17.043;G:min7
19.714;F:maj
21.722;Ab:7
22.384;G:min7
25.043;F:maj6
27.725;G:min7
30.351;F:maj6
33.054;G:min7
35.712;F:maj6
38.383;G:min7
41.041;F:maj
43.723;Bb:maj6
46.382;A:min7
47.38;F:maj/3
49.052;G:min7
50.712;F:maj/5
53.046;A:dim
53.719;D:maj
54.381;Bb:maj6
56.39;F:maj/5
57.051;A:min7
58.05;F:maj/3
59.71;G:dim
61.057;F:maj/5
62.372;F:maj9
63.321;F:maj
65.051;Bb:maj7
67.709;A:min7
68.719;F:maj/3
70.38;G:min7
73.05;F:maj
75.72;Bb:maj7
78.379;A:min7
79.052;F:maj/3
81.049;G:min7
83.72;F:maj
85.716;Ab:7
86.39;G:min7
89.049;F:maj6
91.719;G:min7
94.366;F:maj
97.059;G:min7
99.718;F:maj6
102.377;G:min7
105.059;F:maj
107.717;Bb:maj6
110.388;A:min7
111.386;F:maj/3
113.046;G:min7
114.718;F:maj/5
117.052;D:maj/5
118.387;Bb:maj6
121.046;A:min7
122.056;F:maj/3
123.716;G:dim
125.051;F:maj/5
126.351;F:maj9
127.373;F:maj
129.045;Bb:maj7
131.715;A:min7
132.725;F:maj/3
134.374;G:min7
137.044;F:maj
139.691;Bb:maj7
142.385;A:min7
143.372;F:maj/3
145.043;G:min9
148.387;Db:maj7
150.384;Bb:maj6
152.381;F:maj/5
153.054;A:min7
154.053;F:maj/3
155.713;G:min7
158.348;F:maj
159.718;A:dim
160.38;D:maj
161.042;Bb:maj6
163.051;F:maj/5
163.724;A:min7
164.722;F:maj/3
166.383;G:min7
167.381;F:maj/5
169.041;F:maj9
170.017;F:maj
171.712;Bb:maj7
174.382;A:min7
175.38;F:maj/3
177.052;D:min
178.027;G:min7
179.711;F:maj
182.381;Bb:maj7
185.051;A:min7
186.061;F:maj/3
187.71;D:min
188.697;G:min7
190.38;F:maj
192.389;C:min
193.051;Bb:maj7
195.721;A:min7
196.719;F:maj/3
198.38;G:min7
201.038;F:maj
203.72;Bb:maj7
206.379;F:maj/3
209.049;G:min7
211.72;F:maj
213.716;C:min
214.378;Bb:maj7
217.049;A:min7
218.059;F:maj/3
219.719;G:min7
222.389;F:maj
224.444;N
