t;chord
0.0;N
0.511;Db:min
3.576;Db:min/b3
5.12;Gb:min
6.685;Db:min
9.723;Db:min/b3
11.324;Gb:min
12.837;Db:maj
15.917;Ab:maj/3
18.98;Bb:min
22.029;Gb:min7
23.605;Ab:maj
25.163;Db:maj
28.186;Ab:maj/3
31.307;Bb:maj
34.339;Gb:min7
35.891;Ab:maj
37.475;A:maj
40.523;B:maj
43.579;Db:maj
45.096;Ab:maj/3
46.666;Bb:min
48.192;Ab:maj
49.737;Gb:maj
51.279;Db:maj/3
52.775;Eb:min9
54.272;Ab:7
55.911;Gb:maj
57.375;Ab:maj
58.953;F:min
60.455;Bb:min
62.01;Gb:maj7
65.118;Ab:maj7
66.61;Bb:maj7
68.147;Eb:maj
69.339;Bb:maj/3
71.259;G:min7
72.432;C:min
74.307;Ab:maj
75.529;Bb:maj
77.405;G:min
78.954;C:min
80.557;F:min
82.059;Bb:maj
83.556;G:min
85.086;C:min
86.668;F:min7
87.787;G:min7
89.762;Ab:min6
90.888;Eb:maj
92.812;E:maj
93.953;Gb:maj
95.873;Db:maj
99.004;Ab:maj/3
102.004;Bb:min
105.113;Gb:min7
106.649;Ab:maj
108.18;Db:maj
111.263;Ab:maj/3
114.319;Bb:min
117.406;Gb:min7
118.954;Ab:maj
120.498;A:maj
123.602;B:maj
126.626;Db:maj
128.199;Ab:maj/3
129.709;Bb:min
131.237;Ab:maj
132.747;Gb:maj
134.335;Db:maj/3
135.885;Eb:min9
137.464;Ab:7
138.957;Gb:maj
140.454;Ab:maj
142.039;F:min
143.59;Bb:min
145.094;Gb:maj7
148.256;Ab:maj7
149.566;Bb:maj7
151.246;Eb:maj
152.383;Bb:maj/3
154.28;G:min7
155.471;C:min
157.415;Ab:maj
158.501;Bb:maj
160.555;G:min
162.025;C:min
163.553;F:min
164.72;Bb:maj
166.642;G:min
167.761;C:min
169.745;F:min7
170.868;G:min7
172.906;Ab:min6
173.986;Eb:maj
175.858;Eb:maj
177.026;Bb:maj/3
178.93;G:min7
180.114;C:min
181.971;Ab:maj
183.172;Bb:maj
185.098;G:min
186.234;C:min
188.218;F:min
189.354;Bb:maj
191.234;G:min
192.454;C:min
194.33;F:min7
195.506;G:min7
197.402;Ab:min6
200.546;Eb:maj
203.617;Db:min
206.658;Db:min/b3
208.116;Gb:min
209.676;Db:min
212.788;Db:min/b3
214.054;Gb:min
215.884;Db:maj
220.498;N
