t;chord
0.0;N
0.151;C:maj
1.393;C:sus4
3.646;C:maj7
4.83;C:sus4
6.989;C:maj
8.243;C:sus4
10.426;C:maj7
11.656;C:sus4
13.839;C:maj
15.163;C:sus4
17.287;C:maj7
18.622;C:maj
19.918;G:maj/5
20.782;A:min
22.477;C:maj/5
24.184;F:maj/5
25.879;G:7
27.597;C:maj
33.646;G:maj/3
34.493;A:min
36.188;C:maj/5
37.872;F:maj7
39.592;G:maj7
41.32;F:maj7
42.992;E:min
44.722;D:min7
46.417;C:maj
48.135;F:maj7
49.865;E:maj
51.63;A:min
55.055;G:sus4(b7)
58.491;C:maj
61.87;B:dim
63.599;E:maj
65.306;A:min
67.024;C:maj/5
68.754;F:maj/5
70.461;G:sus4
71.332;G:maj
72.214;C:maj
75.604;B:dim
77.29;E:maj
79.006;A:min
80.326;G#:aug
82.466;C:maj/5
83.766;A:min
85.914;F:maj7
87.655;G:maj/5
89.35;E:min
91.011;Eb:maj6
92.751;D:min7
94.449;G:7
96.147;C:maj
98.766;D:min7
99.648;C:maj
100.891;C:sus4
103.004;C:maj7
104.292;C:maj
105.616;G:maj/3
106.475;A:min
108.147;C:maj/5
109.854;F:maj7/5
111.572;G:sus4
112.454;G:7
113.337;C:maj
114.567;C:sus4
116.715;C:maj7
117.969;C:maj
119.304;G:maj/3
120.175;A:min
121.87;C:maj/5
123.6;F:maj7/5
125.306;G:sus4(b7)
126.119;G:7
127.048;F:maj7
128.743;E:min
130.438;F:maj/3
132.156;C:maj
133.875;F:maj7
135.581;E:maj
137.311;A:min
140.783;G:sus4(b7)
147.621;C:maj
151.011;B:dim
152.686;E:7
154.424;A:min
156.177;C:maj/5
157.907;F:maj7
159.602;G:7
161.309;C:maj
164.746;B:dim
166.433;E:7
168.205;A:min
169.442;G#:aug
171.619;C:maj/5
172.884;F#:maj7
175.055;F:maj/5
176.762;G:maj/5
178.469;E:min
180.175;Eb:maj6
181.917;D:min7
183.623;G:7
185.342;A:min
186.662;G#:aug
188.767;C:maj/5
190.055;F#:maj7
192.203;F:maj7
193.91;G:maj7
195.617;E:min
197.288;Eb:maj6
199.02;D:min7
200.686;G:sus4(b7)
204.196;C:maj
205.415;C:sus4
207.552;C:maj7
208.84;C:sus4
211.0;C:maj
212.323;C:sus4
214.576;C:maj7
215.98;C:sus4
220.0;C:maj7
226.395;N
