t;chord
0.0;N
0.058;G:min7
2.844;E:hdim7
5.642;Eb:maj
8.429;D:min7
11.204;G:min7
13.99;E:hdim7
16.733;Eb:maj7
18.181;Bb:maj6
19.574;F:maj/3
22.361;G:min7
23.766;F:maj/5
25.159;E:maj
27.945;Eb:maj7
30.732;D:min7
33.53;G:min7
35.619;F:maj/5
36.316;E:hdim7
39.114;Eb:maj7
41.9;D:min7
43.99;A:min
44.687;G:min7
47.485;G:min
48.181;F:maj(*3,*5)
48.878;Eb:maj(*3,*5)
49.573;D:7(*3)
49.923;G:min7
53.069;Bb:maj
53.766;C:maj(*3,*5)
54.462;D:maj(*3,*5)
55.856;G:min7
60.931;C:maj(*5)
61.428;G:min7
64.226;Bb:maj(*3,*5)
64.923;C:maj(*3,*5)
65.62;D:maj(*3,*5)
66.316;F:maj7
67.013;G:min7
69.811;D:maj(*3,*5)
70.507;C:maj(*3,*5)
71.204;Bb:maj(*3,*5)
71.901;A:min
72.597;G:min7
75.38;F:min7
76.792;Bb:maj7
78.182;C:min7
80.98;F:maj
83.766;Bb:maj7
86.552;G:aug
89.339;C:min7
92.137;F:7
93.53;F:aug
94.923;Bb:maj7
96.305;Bb:maj6
97.71;D:aug
100.508;G:min7
103.294;E:hdim7
106.08;Eb:maj7
108.878;D:min7
111.665;G:min7
114.463;E:hdim7
117.229;Eb:maj7
120.047;D:min7
122.834;G:min7
126.317;F:maj(*3,*5)
127.013;Eb:maj(*3,*5)
127.714;D:maj
128.469;G:min7
132.598;D:min
134.002;G:min7
143.07;C:min
143.766;D:maj
145.16;G:min7
154.812;Bb:maj
156.317;C:min
157.71;C:min7
159.115;F:maj
159.811;F:aug
161.901;Bb:maj7
164.688;G:7
166.777;G:aug
167.474;C:min7
170.269;F:aug
173.07;Bb:maj7(9)
175.856;D:aug
177.25;D:min
178.643;G:min7
181.429;E:hdim7
184.227;Eb:maj7
187.014;D:min7
189.812;G:min7
192.598;E:hdim7
195.373;Eb:maj7
198.182;D:min7
199.587;F:maj7
200.98;G:min7
203.767;G:min
204.463;F:maj(*3,*5)
205.148;Eb:maj(*3,*5)
205.861;G:min7/5
206.188;G:min7/b3
206.553;G:min7
209.003;G:min
211.429;N
212.138;G:min7
214.924;E:hdim7
217.71;Eb:maj7
220.508;D:min7
223.295;G:min7
226.081;E:hdim7
228.937;Eb:maj7
231.665;D:min7
234.452;G:min7
237.935;N
