t;chord
0.0;N
0.035;C:min
2.067;F:min/5
3.982;Bb:maj
5.817;C:min
9.88;F:min/5
12.098;Bb:maj/5
13.619;C:min
23.626;N
35.236;D:min
39.114;Bb:maj
42.98;D:min7
46.858;Bb:maj
50.724;C:maj
54.59;Bb:maj
58.468;C:maj
62.334;Bb:maj
64.273;C:maj
66.2;D:min7
70.078;Bb:maj
73.956;D:min
77.822;Bb:maj
81.699;C:maj
85.554;Bb:maj
89.432;C:maj
93.298;Bb:maj
95.248;C:maj
97.176;G:min7
99.114;F:maj/3
101.053;Bb:maj7
102.98;C:maj
104.919;G:min7
106.858;F:maj/3
108.785;Bb:maj7
110.724;C:maj
112.663;F:maj
114.59;G:min7
116.529;Bb:maj7
118.468;C:maj
120.407;F:maj
122.334;G:min7
124.273;Bb:maj7
126.2;C:maj
128.139;F:maj
135.883;D:min
139.749;Bb:maj
143.627;D:min
147.493;Bb:maj
151.382;C:maj
155.237;Bb:maj
159.115;C:maj
162.981;Bb:maj
164.92;C:maj
166.859;G:min7
168.786;A:min7
170.725;Bb:maj7
172.664;C:sus4
174.591;G:min7
176.53;A:min
178.469;Bb:maj7
180.396;C:sus4
182.295;F:maj
184.285;G:min7
186.212;Bb:maj7
188.151;C:maj
190.079;F:maj
192.006;G:min7
193.945;Bb:maj7
195.884;C:maj
197.822;F:maj
211.603;N
