t;chord
0.0;N
0.093;A:maj(*3)
2.485;E:maj
4.888;A:maj(*3)
7.279;E:maj
9.694;A:maj(*3)
12.086;E:maj
14.489;A:maj(*3)
16.893;E:maj
19.284;A:maj(*3)
21.687;E:maj
24.091;A:maj(*3)
26.494;E:maj
28.886;A:maj(*3)
31.3;G#:maj(*3)
33.681;F#:min
36.095;B:maj
38.487;A:maj
40.588;E:maj
43.282;A:maj(*3)
45.697;E:maj
48.089;A:maj(*3)
50.492;G#:maj(*3)
52.895;F#:min
55.287;B:maj
57.702;E:maj(*3)
58.897;B:maj(*3)
60.093;A:maj(*3)
61.289;B:maj(*3)
62.485;E:maj(*3)
63.681;B:maj(*3)
64.888;A:maj(*3)
66.084;B:maj(*3)
67.291;E:maj(*3)
68.487;B:maj(*3)
69.695;A:maj(*3)
70.891;B:maj(*3)
72.086;A:maj(*3)
73.294;B:maj(*3)
74.49;A:maj(*3)
75.697;B:maj(*3)
76.893;A:maj(*3)
78.089;B:maj(*3)
79.285;E:maj(*3)
84.098;E:maj
91.289;A:maj(*3)
92.485;B:maj(*3)
93.391;A:maj(*3)
96.084;E:maj
98.487;A:maj(*3)
100.891;E:maj
103.294;A:maj(*3)
105.686;G#:maj(*3)
108.089;F#:min
110.492;B:maj(*3)
112.895;A:maj(*3)
115.287;E:maj
117.69;A:maj(*3)
120.094;E:maj
122.485;A:maj(*3)
124.912;G#:maj(*3)
127.292;F#:min
129.695;B:maj(*3)
132.087;E:maj(*3)
133.294;B:maj(*3)
134.49;A:maj(*3)
135.686;B:maj(*3)
136.882;E:maj(*3)
138.089;B:maj(*3)
139.285;A:maj(*3)
140.492;B:maj(*3)
141.688;E:maj(*3)
142.896;B:maj(*3)
144.091;A:maj(*3)
145.276;B:maj
146.483;A:maj(*3)
147.691;B:maj(*3)
148.886;A:maj(*3)
150.094;B:maj(*3)
151.29;A:maj(*3)
152.485;B:maj(*3)
153.681;E:maj(*3)
166.684;N
