t;chord
0.0;N
9.648;B:min
12.051;C:min
14.454;B:min
16.846;C:min
19.249;B:min
31.846;B:min
35.19;A:maj
35.677;B:min
39.289;A:maj
39.641;B:maj
43.177;A:maj
43.494;B:min
46.953;A:maj
47.183;G:maj
48.379;A:maj
49.122;B:min
50.913;A:maj
51.167;B:min
53.029;B:min
54.869;A:maj
56.947;G:maj
58.828;A:maj
60.735;B:min
62.775;A:maj
64.226;G:maj
66.374;A:maj
68.534;G:maj
72.133;A:maj
73.932;B:maj
76.092;G:maj
80.051;A:maj
81.85;F#:maj
83.771;B:min
85.649;A:maj
87.461;G:maj
89.385;A:maj
91.173;B:min
93.367;A:maj
95.155;G:maj
96.943;A:maj
99.114;G:maj
100.033;A:maj
102.922;B:min
104.919;B:min
106.684;A:maj
108.46;G:maj
110.631;A:maj
112.431;B:min
114.219;A:maj
116.39;G:maj
118.19;A:maj
120.326;G:maj
123.925;A:maj
125.724;B:maj
127.896;G:maj
131.495;A:maj
133.666;F#:maj
135.559;B:min
137.253;A:maj
139.401;G:maj
141.201;A:maj
143.36;B:min
145.171;A:maj
147.319;G:maj
148.759;A:maj
150.965;G:maj
151.731;A:maj
152.869;B:min
154.749;B:min
156.561;A:maj
158.616;G:maj
160.392;A:maj
162.191;B:min
164.362;A:maj
166.139;G:maj
168.287;A:maj
169.738;G:maj
171.909;A:maj
174.057;A#:dim
175.856;F#:maj
177.656;G:maj
181.626;A:maj
183.414;B:maj
185.214;G:maj
189.266;A:maj
191.216;F#:maj
193.155;G:maj7
195.454;F#:min7
196.998;E:min7
198.925;F#:min7
200.713;G:maj7
202.85;F#:min7
204.649;E:min7
206.576;F#:min7
208.422;G:maj7
210.524;F#:min7
212.346;E:min7
214.274;F#:min7
216.05;G:maj7
218.198;F#:min7
219.997;E:min7
221.797;F#:min7
223.933;G:maj7
225.756;F#:min7
227.521;E:min7
229.692;F#:min7
231.48;G:maj7
233.302;F#:min7
235.462;E:min7
237.261;F#:7
239.073;B:min
242.695;F:maj
244.204;B:min
247.443;F:maj
249.626;B:min
253.539;F:maj
259.506;F#:maj
261.387;B:min
270.478;N
