t;chord
0.0;N
0.046;N
1.602;F#:maj
4.173;E:maj
4.714;D:maj7
7.273;E:maj
7.837;F#:maj
10.379;E:maj
10.96;D:maj7
13.514;E:maj
14.048;A:maj
15.627;D:maj
17.183;E:maj
18.739;A:maj
19.516;G#:min
20.294;F#:min
21.862;C#:min
23.417;D:maj
24.961;E:maj
26.529;A:maj
28.108;D:maj
29.652;E:maj
31.208;A:maj
31.997;E:maj/3
32.763;F#:min
34.319;C#:min7
35.886;D:maj
36.664;E:maj
37.442;A:maj
38.986;B:min7
42.098;F#:min
44.443;E:maj
45.216;D:maj
47.566;D#:dim
48.327;E:sus4
49.911;E:maj
51.455;A:maj
53.011;E:maj/3
54.59;D:maj
56.146;A:maj
56.935;E:maj/3
57.713;F#:min
59.257;B:7
60.813;D:maj
62.392;E:maj
63.936;A:maj
65.478;E:maj/3
67.027;D:maj
68.594;A:maj
69.381;E:maj/3
70.147;F#:min7
71.712;B:maj
73.265;D:maj
74.838;E:maj
76.376;D:maj
79.505;C#:min7
82.628;B:min7
84.196;E:maj
85.751;A:maj
87.165;E:9
88.851;A:maj
90.442;D:maj
91.973;E:maj
93.542;A:maj
94.319;E:maj/3
95.09;F#:min
96.676;C#:min7
98.218;D:maj
99.757;E:sus4
100.564;E:maj
101.32;A:maj
102.89;D:maj
104.455;E:maj
105.233;E:maj/5
106.011;A:maj
106.789;E:maj/3
107.568;F#:min
109.145;C#:min7
110.676;D:maj7
111.467;E:maj
112.234;A:maj
113.782;B:min7
116.906;F#:min
119.269;E:maj
120.059;D:maj
122.392;D#:dim
123.139;E:sus4
124.706;E:maj
126.27;A:maj
127.826;E:maj/3
129.376;D:maj
130.931;A:maj
131.716;E:maj/3
132.488;F#:min
134.06;B:7
135.628;D:maj
137.171;E:maj
138.739;A:maj
140.28;E:maj/3
141.069;A:maj7
141.851;D:maj
143.41;A:maj
144.196;E:maj/3
144.974;F#:min
146.522;B:7
148.08;D:maj
149.645;E:maj
151.197;F#:min
153.788;E:maj
154.314;D:maj7
156.898;E:maj
157.455;F#:min
160.008;E:maj
160.543;D:maj7
163.127;E:maj
163.677;F#:min
165.999;E:maj
166.777;D:maj
169.123;C#:min
169.912;B:min7
173.006;E:maj
176.147;A:maj
177.702;E:maj/3
179.245;D:maj
180.81;A:maj
181.592;E:maj/3
182.361;F#:min
183.925;B:maj
185.484;D:maj
187.048;E:maj
188.616;A:maj
190.171;E:maj/3
191.727;D:maj
193.295;A:maj
194.072;E:maj/3
194.85;F#:min
196.394;B:7
197.962;D:maj
199.529;E:maj
201.069;D:maj
204.185;C#:min
207.308;B:min
208.863;E:maj
210.431;A:maj
218.941;N
