t;chord
0.0;N
0.186;F:maj
1.115;A:7/5
2.032;D:min
2.937;F:maj/5
3.843;Bb:maj9
7.465;D:min
9.276;C:maj/2
11.099;Bb:maj/3
12.922;C:maj/2
14.733;D:min
16.556;C:maj/2
18.379;Bb:maj/3
20.19;C:maj/2
22.001;D:min
23.824;A:min
25.646;Bb:maj
27.458;F:maj
29.28;D:min
31.103;A:min7
32.914;Bb:maj
34.737;C:maj
36.56;D:min
38.371;A:min
40.182;Bb:maj
42.005;F:maj
43.828;D:min
45.639;A:min
47.462;Bb:maj
49.284;C:maj
51.096;F:maj/3
52.918;C:7/b7
54.741;F:maj/5
56.552;G:min/b3
58.412;G:min
60.198;A:min
62.009;Bb:maj
62.914;B:dim
63.82;C:maj
65.654;C#:dim
67.477;F:maj
68.383;E:dim
69.288;D:min
70.194;F:maj/5
71.111;Bb:maj
72.005;F:maj/3
72.922;G:min7
73.828;C:maj
74.755;F:maj
75.651;E:dim
76.556;D:min
77.473;F:maj/5
78.391;Bb:maj
79.285;F:maj/3
80.19;G:min7
81.107;A:7
82.013;D:min
83.824;D:min7/b7
85.647;G:maj/3
87.458;G:min/b3
89.292;G:min7
91.115;C:maj
92.915;F:maj
96.56;D:min
98.371;C:maj/2
100.182;Bb:maj/3
102.005;C:maj/2
103.828;D:min
105.651;C:maj/2
107.462;Bb:maj/3
109.285;C:maj/2
111.096;D:min
112.919;A:min
114.73;Bb:maj
116.553;F:maj
118.364;D:min
120.186;A:min7
122.009;Bb:maj
123.82;C:maj
125.643;F:maj/3
127.466;G:min7/b3
129.289;F:maj/5
131.1;G:min7/b3
132.96;E:min
134.734;A:min
136.545;Bb:maj
137.462;B:dim
138.379;C:maj
140.19;C#:dim
142.025;F:maj
142.93;E:dim
143.836;D:min
144.742;F:maj/5
145.647;Bb:maj
146.553;F:maj/3
147.458;G:min
148.399;C:maj
149.273;F:maj
150.187;E:dim
151.104;D:min
152.009;F:maj/5
152.927;Bb:maj
153.821;F:maj/3
154.738;G:min7
155.655;A:7
156.561;D:min
158.372;F:maj/5
160.194;G:maj/3
162.017;Bb:maj7
163.836;G:min7
165.64;C:maj
167.462;F:maj
171.096;Bb:maj
174.73;F:maj
178.376;Bb:maj
182.01;F:maj
185.644;G:min
187.466;C:maj
189.277;A:dim
191.112;D:aug
192.017;D:7
192.923;G:min7
194.734;A:min7
196.557;Bb:maj7
197.462;B:dim
198.38;C:maj
200.191;C#:dim
202.025;F:maj
202.931;E:dim
203.836;D:min
204.754;F:maj/5
205.648;Bb:maj
206.553;F:maj/3
207.459;G:min7
208.376;C:maj
209.276;F:maj
210.199;E:dim
211.104;D:min
212.01;F:maj/5
212.927;Bb:maj
213.821;F:maj/3
214.727;G:min7
215.644;A:7
216.561;D:min
218.372;F:maj/5
220.183;G:maj/3
222.018;G:min/b3
223.829;G:min7
225.64;C:maj
227.463;F:maj
232.014;C#:dim
232.919;D:min
233.837;F:maj/5
234.8;Bb:maj
239.119;F:sus4
245.365;N
