t;chord
0.0;N
0.046;E:maj
38.452;G:maj
40.368;A:maj
42.284;E:maj
46.126;G:maj
48.042;A:maj
49.969;B:maj
53.551;E:maj
57.644;D:maj
59.298;C#:min
61.486;G#:min
63.151;C#:min
64.366;E:maj/5
65.329;F#:min7
66.939;B:maj6
68.931;E:maj
73.015;D:maj
74.699;C#:min
76.846;G#:min
78.507;C#:min
79.726;E:maj/5
80.702;F#:min7
81.645;B:maj
82.384;E:maj
109.494;G:maj
111.409;A:maj
113.325;E:maj
117.168;G:maj
119.084;A:maj
121.011;B:maj
124.598;E:maj
128.685;D:maj
130.38;C#:min
132.528;G#:min
134.188;C#:min
135.407;E:maj/5
136.371;F#:min7
138.043;B:maj6
139.947;E:maj
144.045;D:maj
145.728;C#:min
147.888;G#:min
149.583;C#:min
150.767;E:maj/5
151.731;F#:min7
152.694;B:maj
153.414;E:maj
159.405;D:maj/2
161.321;C:maj/3
163.236;D:maj/2
165.164;E:maj
167.091;D:maj/2
169.006;C:maj/3
170.922;D:maj/2
172.849;G:maj6
174.765;A:maj
176.681;E:maj
180.524;G:maj
182.451;A:maj
184.366;B:maj
187.918;E:maj
192.041;D:maj
193.731;C#:min
195.884;G#:min
197.551;C#:min
198.763;E:maj/5
199.726;F#:min7
201.371;B:maj6
203.363;E:maj
207.412;D:maj
209.045;C#:min
211.244;G#:min
212.898;C#:min
214.123;E:maj/5
215.086;F#:min7
216.05;B:maj
216.747;E:maj
249.673;N
