t;chord
0.0;N
0.058;A:maj
1.927;D:maj
3.762;A:maj
5.642;D:maj
7.5;A:maj
9.367;D:maj
11.232;A:maj
13.135;D:maj
14.976;A:maj
16.816;D:maj
18.673;A:maj
20.568;D:maj
22.417;A:maj
24.334;D:maj
26.152;A:maj
28.024;D:maj
29.814;A:maj
31.754;D:maj
33.592;A:maj
35.424;D:maj
37.268;A:maj
39.217;D:maj
41.0;A:maj
42.904;D:maj
44.768;A:maj
46.577;D:maj
48.464;A:maj
50.338;D:maj
52.152;A:maj
54.01;D:maj
55.904;A:maj
57.744;D:maj
59.594;A:maj
61.452;D:maj
63.321;A:maj
65.167;D:maj
67.05;A:maj
68.944;D:maj
70.824;A:maj
72.64;D:maj
74.478;A:maj
76.372;D:maj
78.288;A:maj
80.105;D:maj
81.928;A:maj
83.832;D:maj
85.664;A:maj
87.481;D:maj
89.387;A:maj
91.233;D:maj
93.096;A:maj
94.928;D:maj
96.863;A:maj
98.697;D:maj
100.569;A:maj
102.425;D:maj
104.281;A:maj
106.16;D:maj
107.976;A:maj
109.872;D:maj
111.672;A:maj
113.57;D:maj
115.444;A:maj
117.264;D:maj
119.18;A:maj
121.008;D:maj
122.873;A:maj
124.76;D:maj
126.624;A:maj
128.441;D:maj
130.296;A:maj
132.157;D:maj
134.014;A:maj
148.91;A:maj
150.767;D:maj
152.729;A:maj
154.517;D:maj
156.352;A:min
158.209;D:maj
160.078;A:min
161.957;D:maj
163.814;A:maj
165.686;D:maj
167.511;A:maj
169.404;D:maj
171.259;A:maj
173.132;D:maj
174.964;A:maj
176.832;D:maj6
178.701;A:maj
180.558;D:maj
182.416;A:maj
184.274;D:maj
186.131;A:maj
188.039;D:maj
189.895;A:maj
191.656;D:maj
193.573;A:maj
195.471;D:maj
197.328;A:maj
199.159;D:maj
201.015;A:maj
202.951;D:maj
204.661;A:maj
206.583;D:maj
208.495;A:maj
210.371;D:maj
212.224;A:maj
214.069;D:maj
215.89;A:maj
217.768;D:maj
219.655;A:maj
221.551;D:maj
223.353;A:maj
225.199;D:maj
227.111;A:maj
228.943;D:maj
230.767;A:maj
