t;chord
0.0;N
0.116;D:min
1.869;Bb:maj
3.657;C:maj
5.445;G:maj
7.233;D:min
8.986;Bb:maj
10.774;C:maj
12.562;G:maj
14.78;C:maj6
17.878;D:min
19.447;Bb:maj
21.42;C:maj
23.417;G:maj
25.182;D:min
26.744;Bb:maj
28.497;C:maj
30.273;G:maj
34.099;D:min
37.425;Bb:maj
40.954;Eb:maj
44.71;D:min
45.83;Eb:maj
46.486;D:min
47.589;C:maj
48.274;D:min
51.641;Bb:maj
55.176;Eb:maj
58.979;D:min
60.047;Eb:maj
60.709;D:min
61.8;C:maj
62.485;F:maj
64.075;Eb:maj/2
66.096;F:maj
67.715;Eb:maj/2
69.648;Ab:maj
71.198;Gb:maj/2
73.176;Bb:maj
74.955;Ab:maj/2
76.713;Bb:maj
78.489;Ab:maj/2
80.271;Db:maj
81.99;B:maj/3
83.824;C:maj
85.812;C:maj6
87.184;D:min
88.938;Bb:maj
90.703;C:maj
92.479;G:maj
94.261;D:min
96.044;Bb:maj
97.82;C:maj
99.579;G:maj
101.407;Bb:maj
102.934;C:maj6
103.375;D:min
106.719;Bb:maj
110.248;Eb:maj
113.998;D:min
115.154;Eb:maj
115.81;D:min
116.907;C:maj
117.597;D:min
120.912;Bb:maj
124.476;Eb:maj
128.244;D:min
129.347;Eb:maj
130.02;D:min
131.117;C:maj
131.785;F:maj
133.323;Eb:maj/2
135.361;F:maj
136.911;Eb:maj/2
138.925;Ab:maj
140.434;Gb:maj/2
142.478;Bb:maj
144.254;Ab:maj/2
146.007;Bb:maj
147.783;Ab:maj/2
149.548;Db:maj
151.336;B:maj/2
153.124;C:maj
155.074;C:maj6
156.45;D:min
158.244;Bb:maj
159.991;C:maj
161.762;G:maj
163.573;D:min
165.338;Bb:maj
167.097;C:maj
168.861;G:maj
170.643;Bb:maj
173.331;C:maj
174.44;D:min
177.772;Bb:maj
181.313;Eb:maj
185.109;D:min7
186.207;Eb:maj7
186.874;D:min
187.995;C:maj
188.651;D:min
191.983;Bb:maj
195.529;Eb:maj
199.21;D:min
200.411;Eb:maj
201.085;D:min
202.182;C:maj
202.85;F:maj
204.446;Eb:maj/2
206.431;F:maj
207.975;Eb:maj/2
209.966;Ab:maj
211.559;Gb:maj/2
213.542;Bb:maj
215.307;Ab:maj/2
217.072;Bb:maj
218.824;Ab:maj/2
220.636;C#:maj
222.436;Bb:maj/2
224.171;C:maj
226.174;C:maj6
227.509;D:min
229.297;Bb:maj
231.085;C:maj
232.861;G:maj
234.638;D:min
236.426;Bb:maj
238.179;C:maj
239.984;G:maj
241.731;D:min
243.508;Bb:maj
245.284;C:maj
247.06;G:maj
248.848;D:min
250.636;Bb:maj
252.383;C:maj
254.166;G:maj
255.93;D:min
257.707;Bb:maj
259.518;C:maj
261.271;G:maj
263.036;D:min
264.847;Bb:maj
266.612;C:maj
268.37;G:maj
270.153;D:min
271.952;Bb:maj/3
273.717;D:min7
274.808;C:maj6
275.482;G:maj
277.269;D:min7
279.102;Bb:maj/3
280.822;C:maj/2
282.581;G:maj
284.363;D:min
286.204;Bb:maj/3
289.715;G:maj
291.468;D:min
297.035;G:maj/5
298.597;D:min
302.359;G:maj/5
305.905;D:min
308.198;N
