t;chord
0.0;N
2.38;Eb:maj
3.549;Db:maj
4.412;Ab:maj
7.036;Eb:maj
8.173;Db:maj
9.067;Ab:maj
11.691;Eb:maj
12.841;Db:maj
13.735;Ab:maj
16.358;Eb:maj
17.508;Db:maj
18.402;Ab:maj
21.014;Eb:maj
22.175;Db:maj
23.348;C:min
24.509;Cb:maj
25.67;G:min
26.842;C:min7
28.003;F:min
29.143;Bb:sus4
30.337;Eb:maj
31.498;Db:maj
32.67;C:min
33.831;Cb:maj
34.992;G:min
36.153;C:min7
37.326;Bb:maj
38.487;Eb:maj
41.993;Bb:maj
44.315;C:min7
46.649;Bb:maj
48.971;Bb:7/b7
50.0;Bb:maj
51.304;Ab:maj7
53.348;Eb:maj/3
54.509;C:min7
55.391;C:min7/b7
55.972;F:min7
57.127;G:min
58.003;Ab:maj
59.455;Bb:maj
60.627;Ab:maj7
62.659;Eb:maj/3
63.832;C:min7
64.729;C:min7/b3
65.295;F:min7
66.456;G:min7
67.617;Ab:7
69.95;Eb:maj
71.111;Db:maj
71.993;Ab:maj
74.606;Eb:maj
75.739;Db:maj
76.637;Ab:maj
79.261;Eb:maj
80.422;Db:maj
81.595;C:min
82.768;Cb:maj
83.929;G:min
85.09;C:min7
86.262;F:min
87.423;Bb:sus4
88.584;Eb:maj
89.757;Db:maj
90.929;C:min
92.079;Cb:maj
93.251;G:min
94.412;C:min7
95.573;Bb:sus4
96.746;Eb:maj
100.241;Bb:maj
102.574;C:min7
104.896;Bb:maj
107.23;Bb:7/b7
108.402;Bb:7
109.563;Ab:maj7
111.595;G:min7
112.768;C:min
113.638;C:min7/b7
114.219;F:min7
115.392;G:min7
116.262;Ab:maj
117.714;Bb:maj
118.875;Ab:maj7
120.918;Eb:maj/3
122.091;C:min7
122.961;C:min7/b7
123.542;F:min7
124.703;G:min7
125.864;Ab:7
128.197;Eb:maj
129.358;Db:maj
130.229;Ab:maj
132.853;Eb:maj
133.724;Db:maj
134.896;Ab:maj
137.52;Eb:maj
138.681;Db:maj
139.576;Ab:maj
142.228;Eb:maj
143.337;Db:maj
144.208;Ab:maj
146.843;Bb:maj
149.177;C:min7
151.499;Bb:maj
153.832;Bb:7/b7
154.993;Bb:7
158.488;Ab:maj7
160.531;G:min7
161.692;C:min7
162.547;C:min7/b7
163.155;F:min7
164.316;G:min7
165.208;Ab:maj
166.65;Bb:maj
167.811;Ab:maj7
169.842;G:min7
171.027;C:min7
171.853;C:min7/b7
172.478;F:min7
173.639;G:min7
174.811;Ab:7
177.133;Ab:maj7
179.165;Eb:maj/3
180.326;C:min7
181.417;C:min7/b7
181.789;F:min7
182.95;G:min7
183.821;Ab:maj
185.284;Bb:maj
186.456;Ab:maj7
188.488;Eb:maj/3
189.661;C:min7
190.725;C:min7/b7
191.112;F:min7
192.273;G:min7
193.445;Ab:7
195.767;Eb:maj
196.898;Db:maj
197.811;Ab:maj
200.435;Eb:maj
201.6;Db:maj
202.466;Ab:maj
205.09;Eb:maj
206.261;Db:maj
207.134;Ab:maj
209.757;Eb:maj
210.922;Db:maj
211.801;Ab:maj
215.783;N
