t;chord
0.0;N
1.898;E:min
3.722;D:maj
5.501;C:maj
9.264;E:min
11.096;D:maj
12.933;C:maj
16.707;E:min
18.506;D:maj
20.397;C:maj
23.986;E:min
25.839;D:maj
27.694;C:maj
31.382;E:min7
34.841;D:maj
35.133;E:min7
38.495;D:maj
38.867;E:min7
42.15;D:maj
42.464;E:maj7
45.648;D:maj
46.144;E:maj7
49.592;D:maj
49.952;E:maj7
53.315;D:maj
53.593;E:maj7
56.96;D:maj
57.288;E:maj7
60.668;D:maj
60.976;C:maj7
62.784;G:maj
64.616;D:maj
66.4;E:min
68.264;C:maj7
70.114;G:maj
71.952;A:maj
73.804;B:maj
77.572;E:min
79.456;D:maj
81.293;C:maj
83.079;G:maj
84.905;A:sus4
86.725;G:maj
88.732;A:min
90.461;B:min
92.301;E:min
94.205;D:maj
95.99;C:maj
97.861;G:maj
99.653;A:sus4
101.494;G:maj
103.373;A:min
105.229;D:maj
107.061;C:maj7
110.85;E:min
112.637;D:maj
114.479;C:maj
118.122;E:min
119.987;D:maj
121.842;C:maj
125.499;E:min7
128.85;D:maj
129.258;E:maj7
132.69;D:maj
133.034;E:maj7
136.21;D:maj
136.65;E:maj7
140.018;D:maj
140.37;C:maj7
142.148;G:maj
144.004;D:maj
145.829;E:min
147.676;C:maj7
149.483;G:maj
151.356;A:maj
153.183;B:maj
156.892;E:min
158.7;D:maj
160.575;C:maj
162.452;G:maj
164.252;A:sus4
166.155;G:maj
167.996;A:min
169.797;B:min
171.708;E:min
173.516;D:min
175.354;C:maj
177.334;G:maj
178.964;A:sus4
180.836;G:maj
182.654;A:min
184.612;D:maj
186.499;C:maj7
188.287;G:maj
190.132;D:maj
191.99;E:min
193.79;C:maj7
195.678;G:maj
197.542;A:maj
199.366;B:maj
203.047;E:min
205.03;D:maj
206.79;C:maj
208.646;G:maj
210.489;A:sus4
212.31;G:maj
214.158;A:min
216.046;B:min
217.807;E:min
219.722;D:maj
221.639;C:maj
223.366;G:maj
225.169;A:sus4
227.03;G:maj
228.872;A:min
230.791;D:maj
232.657;G:maj(*5)
236.35;E:min
238.118;D:maj
239.942;C:maj
243.67;E:min
245.478;D:maj
247.326;C:maj
251.062;E:min
252.902;D:maj
254.83;C:maj
258.464;E:min
260.27;D:maj
262.166;C:maj
265.774;E:min
267.611;D:maj
269.526;C:maj
276.23;N
