t;chord
0.0;N
0.906;Eb:maj
2.74;F:min
4.865;G:min7
6.745;C:min
7.686;Bb:maj6
8.707;Ab:maj7
10.751;Ab:maj6
12.516;G:min7
13.665;G:maj/3
14.814;C:min
15.778;Bb:maj6
16.718;Ab:maj7
20.805;Bb:sus4
28.561;Eb:maj
30.279;Eb:maj9
31.997;Ab:maj/5
35.387;Eb:maj
37.14;Eb:maj9
38.847;Ab:maj/5
42.272;Eb:maj
45.708;G:min
48.274;F#:min7
49.133;F:min
50.852;D:dim
51.711;G:7
52.558;C:min
55.136;Bb:maj6
55.995;Ab:maj7
57.702;Bb:7
58.547;Bb:7/b7
59.42;G:min7
60.279;B:dim
61.138;C:min7
61.986;Bb:maj6
62.845;Ab:maj7
64.563;Bb:maj
66.281;Eb:maj
67.988;Ab:maj
68.847;G:min7
69.706;Eb:maj
73.143;G:min
75.709;F#:min7
76.568;F:min
78.274;D:dim
79.134;G:7
79.993;C:min
82.559;Bb:maj6
83.418;Ab:maj7
85.124;Bb:7
85.983;Bb:7/b7
86.843;G:min7
87.679;B:dim
88.561;C:min7
89.42;Bb:maj6
90.279;Ab:maj7
91.986;Bb:maj
93.716;Eb:maj
98.847;F:min7
100.566;G:min
102.272;C:min7
103.131;Bb:maj6
103.991;Ab:maj7
105.709;Bb:7
106.482;Bb:7/b7
107.416;G:min7
108.275;B:dim
109.134;C:min
109.993;Bb:maj6
110.852;Ab:maj7
114.277;Bb:maj
117.702;Eb:maj
119.412;Eb:maj9
121.078;Ab:maj/5
124.473;Eb:maj
126.269;Eb:maj9
127.967;Ab:maj/5
131.396;Eb:maj
134.85;G:min
137.427;F#:min7
138.275;F:min
139.981;D:dim
140.841;G:7
141.7;C:min
144.277;Bb:maj6
145.136;Ab:maj7
146.843;Bb:7
147.657;Bb:7/b7
148.561;G:min7
149.42;B:dim
150.268;C:min7
151.127;Bb:maj6
151.998;Ab:maj7
153.704;Bb:maj
155.423;Eb:maj
157.571;Db:maj
158.848;Ab:maj
162.273;Bb:7/b7
165.709;G:maj
169.134;C:min
171.7;Bb:maj6
172.559;Ab:maj7
175.996;Bb:7/b7
179.409;G:maj
182.846;C:min
185.423;Bb:maj6
186.282;Ab:maj7
189.695;Bb:maj
193.132;Eb:maj
194.85;F:min
196.557;G:min7
198.275;C:min
199.134;Bb:maj6
199.993;Ab:maj7
201.7;Bb:7
202.571;Bb:7/b7
203.418;G:min7
204.317;B:dim
205.135;C:min
205.996;Bb:maj6
206.843;Ab:maj7
210.28;Bb:maj
213.715;Eb:maj
215.423;F:min
217.141;G:min
218.848;C:min
219.707;Bb:maj6
220.566;Ab:maj7
222.273;Bb:7/b7
223.991;G:min7
225.698;C:min
226.557;Bb:maj6
227.416;Ab:maj7
230.841;Bb:maj
234.278;Eb:maj
235.853;Eb:maj9
237.649;Ab:maj/5
241.078;Eb:maj
242.808;Eb:maj9
244.571;Ab:maj/5
247.902;Eb:maj
249.665;Eb:maj9
251.429;Ab:maj/5
254.759;Eb:maj
262.769;N
