t;chord
0.0;N
0.058;N
0.604;G:maj7
2.841;F#:7
4.996;B:min7
7.273;E:min7
9.445;G:maj7
11.633;F#:min
12.446;B:min7
13.827;C:maj7
16.01;Db:sus4(b7)
17.38;Db:7(#9)
18.189;D:maj7
19.176;C#:min7
20.405;F#:7
22.628;D:maj7
23.608;C#:min7
24.841;F#:7
27.029;D:maj7
27.992;C#:min7
29.227;F#:7
31.445;D:maj7
33.641;E:sus4(b7)
34.629;C#:7
35.837;F#:min7
38.057;B:min
40.24;F#:min7
42.433;B:min7
43.388;C#:min7
44.629;B:min7
45.616;C#:min7
46.834;F#:sus4(b7)
47.38;F#:maj
49.045;B:min7
50.016;C#:min
51.216;F#:sus4(b7)
51.771;F#:maj
53.592;B:min7
54.408;C#:min7
55.639;F#:sus4(b7)
56.204;F#:maj
57.841;B:min
58.793;C#:min
60.035;F#:sus4(b7)
61.15;F#:7
62.125;G:maj
64.61;F#:maj
66.661;B:min
68.887;E:maj
71.059;G:maj
73.241;F#:min7
74.234;B:min
75.476;C:maj7
77.728;C#:sus4(b7)
78.774;C#:aug
80.004;D:maj7
80.84;C#:min7
82.073;F#:sus4(b7)
83.046;F#:7
84.278;D:maj7
85.257;C#:min7
86.482;F#:sus4(b7,9)
87.461;F#:7
88.689;D:maj7
89.513;C#:min7
90.873;F#:sus4(b7)
91.673;F#:7
93.061;D:maj7
95.267;E:sus4(b7,9)
96.376;C#:7(b9)
97.361;F#:min7
99.673;B:min
101.894;F#:min7
104.082;D:maj6
105.029;C#:7
106.286;B:min7
107.249;C#:min7
108.49;F#:7
110.694;B:min
111.657;C#:min7
112.914;F#:7
115.118;B:min7
116.049;C#:min7
117.278;F#:7
119.49;B:min7
120.465;C#:min
121.707;F#:maj
123.878;G:maj7
126.122;F#:min7
128.343;B:min
130.519;F#:7/b7
132.718;G:maj7
134.939;F#:min7
135.771;B:min
137.127;C:maj7
139.314;C#:sus4(b7)
140.686;C#:aug
141.518;D:maj7
142.489;C#:min7
143.691;F#:sus4(b7)
144.653;F#:7
145.91;D:maj7
146.743;C#:min7
148.108;F#:sus4(b7)
148.947;F#:7
150.338;D:maj7
151.162;C#:min7
152.522;F#:sus4(b7)
153.507;F#:7
154.71;D:maj7
156.963;E:sus4(b7)
157.91;C#:7(b9,#9)
159.086;B:min7
160.241;G:maj7
161.472;F#:7
163.503;B:min
165.721;E:7
167.935;G:maj7
170.155;F#:min7
171.135;B:min7
172.362;C:maj7
174.417;C#:sus4(b7)
176.065;C#:aug
176.89;D:maj7
177.726;C#:min7
178.971;F#:sus4(b7)
179.918;F#:7
181.143;D:maj7
181.976;C#:min7
183.331;F#:sus4(b7)
184.31;F#:7
185.574;D:maj7
186.514;C#:min7
187.755;F#:sus4(b7)
188.569;F#:7
189.976;D:maj7
192.131;E:sus4(b7,9)
193.271;C#:7
194.4;D:maj7
195.347;C#:min
196.57;F#:sus4(b7)
197.531;F#:7
198.786;D:maj7
199.599;C#:min
200.957;F#:sus4(b7)
201.796;F#:7
203.184;D:maj7
204.163;C#:min7
205.371;F#:sus4(b7)
206.318;F#:7
207.586;D:maj7
209.769;E:sus4(b7)
210.895;C#:7
211.929;D:maj7
212.95;C#:min7
214.188;F#:sus4(b7)
215.135;F#:7
216.392;D:maj7
217.339;C#:min7
218.58;F#:sus4(b7)
219.394;F#:7
220.799;D:maj7
221.611;C#:min7
222.985;F#:sus4(b7)
223.951;F#:7
225.176;D:maj7
227.396;E:sus4(b7)
228.496;C#:7
229.564;D:maj7
230.596;C#:min7
231.79;F#:sus4(b7)
232.751;F#:7
234.011;D:maj7
234.823;C#:min7
236.196;F#:sus4(b7)
237.296;F#:7
243.926;N
