t;chord
0.0;N
0.128;E:min
4.714;A:min7
7.024;D:7
9.358;G:min7
11.668;C:7
13.99;A:min7
16.312;D:7
18.634;G:min7
20.956;C:7
23.278;A:min7
25.6;D:7
27.922;G:min7
30.244;C:7
32.566;A:min7
34.888;D:7
37.21;G:min7
39.52;C:7
41.842;A:min7
44.164;D:7
46.486;G:min7
48.808;C:7
51.13;A:min7
53.452;D:7
55.774;G:min7
58.096;C:7
60.418;F:maj7
62.74;B:dim
65.062;E:min7
67.384;C:sus4
68.545;C:maj
69.706;F:maj7
72.028;F:min7
74.35;E:min7
76.672;C:maj
78.983;F:maj
81.305;G:maj
83.627;A:min7
88.282;F:maj
90.593;G:maj
92.915;A:min7
95.237;C:maj
97.547;F:maj
99.869;D:min7/b7
102.203;A:min7
106.835;F:maj7
111.479;A:min7
113.763;C:maj
116.123;A:min7
118.445;D:7
120.767;G:min7
123.089;C:maj
125.411;A:min
127.733;D:7
130.055;G:min7
132.377;C:maj
134.699;F:maj7
137.009;B:dim
139.343;E:min7
141.653;G:min7
142.826;C:7
143.975;F:maj7
146.297;F:min7
148.608;E:min7
150.941;C:maj
153.263;F:maj
155.585;G:maj
157.907;A:min7
162.54;F:maj
164.862;G:maj
167.184;A:min7
169.506;C:maj
171.828;F:maj
174.15;G:sus4
176.472;A:min7
181.092;F:maj6
183.438;C:maj/5
185.76;A:min7
188.082;C:maj
190.335;F:maj6
192.726;C:maj/5
195.048;A:min7
199.668;F:maj7
202.006;C:maj/5
204.367;A:min7
206.646;C:maj
210.129;N
