t;chord
0.0;N
0.238;C:sus4(b7)
2.496;F:maj7
4.737;Bb:maj7
6.978;Eb:7
9.23;D:min7
11.459;G:min7
12.585;A:min7
13.711;Bb:maj7
14.809;A:min7
15.664;G:min7
17.63;A:min7
18.193;Bb:maj7
19.319;A:min7
20.143;G:min7
22.117;A:min7
22.68;Bb:maj7
23.8;A:min7
24.642;G:min7
26.593;A:min7
27.162;Bb:maj7
28.294;A:min7
29.124;G:min7
31.086;A:min7
31.655;Bb:maj7
32.775;A:min7
33.617;G:min7
35.567;A:min7
36.13;Bb:maj7
37.256;A:min7
38.104;G:min7
40.031;A:min7
40.618;Bb:maj7
41.744;A:min7
42.584;G:min7
44.555;A:min7
45.104;Bb:maj7
46.219;A:min7
47.067;G:min7
49.029;A:min7
49.586;Bb:maj7
50.726;A:min7
51.591;G:min7
53.532;A:min7
54.068;Bb:maj7
55.207;A:min7
56.075;G:min7
57.974;A:min7
58.542;Bb:maj7
59.695;A:min7
60.534;G:min7
62.475;A:min7
63.054;Bb:maj7
64.191;A:min7
64.996;G:min7
66.976;A:min7
67.497;Bb:maj7
68.67;A:min7
69.518;C:sus4(b7)
71.462;A:min7/b3
72.022;Bb:maj7
73.119;A:min7
73.959;C:sus4(b7)
75.918;A:min7/b3
76.521;Bb:maj7
77.647;A:min7
78.472;C:sus4(b7)
80.422;A:min7/b3
80.963;Bb:maj7
82.089;A:min7
82.95;C:sus4(b7)
84.926;A:min7/b3
85.508;Bb:maj7
86.612;A:min7
87.469;G:min7
89.35;A:min7
89.95;Bb:maj7
91.102;A:min7
91.928;G:min7
93.89;A:min7
94.438;Bb:maj7
95.543;A:min7
96.409;G:min7
98.39;A:min7
98.922;Bb:maj7
100.066;A:min7
100.883;G:min7
102.88;A:min7
103.401;Bb:maj7
104.536;A:min7
105.384;C:sus4(b7)
107.312;A:min7/b3
107.947;Bb:maj7
108.987;A:min7
109.907;C:sus4(b7)
111.804;A:min7/b3
112.388;Bb:maj7
113.552;A:min7
114.379;C:sus4(b7)
116.332;A:min7/b3
116.908;Bb:maj7
118.004;A:min7
118.828;C:sus4(b7)
121.377;G:min7
123.611;F:maj7
125.866;Eb:maj7
128.102;D:sus4
130.356;G:min7
132.604;F:maj7
134.797;Eb:maj7
139.334;Bb:maj7
140.414;A:min7
141.247;C:sus4(b7)
143.271;A:min7/b3
143.788;Bb:maj7
144.933;A:min7
145.78;C:sus4(b7)
147.75;A:min7/b3
148.283;Bb:maj7
149.372;A:min7
150.227;C:sus4(b7)
152.19;A:min7/b3
152.731;Bb:maj7
153.873;A:min7
154.738;C:sus4(b7)
156.703;A:min7/b3
157.255;Bb:maj7
158.347;A:min7
159.197;C:sus4(b7)
161.144;A:min7/b3
161.731;Bb:maj7
162.753;A:min7
163.688;C:sus4(b7)
165.736;A:min7/b3
166.276;Bb:maj7
167.355;A:min7
168.157;C:sus4(b7)
170.11;A:min7/b3
170.758;Bb:maj7
171.815;A:min7
172.648;C:sus4(b7)
174.625;A:min7/b3
175.155;Bb:maj7
176.315;A:min7
177.158;C:sus4(b7)
179.116;A:min7/b3
179.643;Bb:maj7
180.811;A:min7
181.638;C:sus4(b7)
183.638;A:min7/b3
184.167;Bb:maj7
185.215;A:min7
186.159;C:sus4(b7)
190.573;N
