t;chord
0.0;N
0.045;E:min
1.777;D:maj
4.017;E:min
5.745;D:maj
7.988;E:min
9.715;D:maj
11.947;E:min
13.674;D:maj
15.916;E:min
17.649;B:min7
19.624;C:maj7
21.612;B:min7
23.859;E:min
25.567;B:min7
27.592;C:maj7
29.3;B:min7
31.788;E:min
33.535;D:maj
35.759;E:min
37.521;D:maj
39.718;E:min
41.468;D:maj
43.673;E:min
45.714;A:min
46.41;B:min
47.671;E:min7
49.389;B:min
50.62;B:min7
51.63;E:min7
53.313;B:min
54.637;B:min7
55.589;E:min7
57.322;B:min
58.607;B:min7
59.559;E:min7
61.283;B:min
62.498;B:min7
63.518;E:min
65.26;D:maj
67.489;E:min
69.213;D:maj
71.459;E:min
73.189;D:maj
75.418;E:min
77.154;D:maj
79.389;E:min
81.119;B:min7
83.127;C:maj7
85.328;B:min7
87.313;E:min
89.06;B:min7
91.283;C:maj7
93.019;B:min7
95.26;E:min
96.976;D:maj
99.213;E:min
100.949;D:maj
103.189;E:min
105.175;D:maj
107.16;E:min
109.134;A:min
109.921;B:min
111.131;E:min7
112.872;B:min
114.08;B:min7
115.101;E:min7
116.843;B:min
118.062;B:min7
119.06;E:min7
120.79;B:min
122.016;B:min7
123.043;E:min7
124.761;B:min
125.992;B:min7
126.99;E:min7
128.727;B:min7
130.961;E:min7
132.726;B:min7
134.931;E:min7
136.691;B:min7
138.882;E:min7
140.629;B:min
142.861;C:maj
146.82;B:min
150.79;C:maj
154.761;B:min
158.72;C:maj
162.702;B:min
164.641;B:min7/5
166.661;E:min7
168.391;B:min
169.645;B:min7
170.632;E:min7
172.362;B:min
173.61;B:min7
174.573;E:min7
176.332;B:min
177.574;B:min7
178.563;E:min7
180.303;B:min
181.549;B:min7
182.532;E:min7
184.227;B:min
185.514;B:min7
186.503;E:min7
188.261;B:min
189.444;B:min7
190.485;E:min7
192.168;B:min
193.427;B:min7
194.46;E:min7
196.148;B:min
197.404;B:min7
198.408;E:min7
200.163;B:min
201.38;B:min7
202.388;E:min7
204.098;B:min
205.303;B:min7
206.335;E:min7
208.049;B:min
209.29;B:min7
210.284;E:min7
212.045;B:min
213.275;B:min7
214.262;E:min7
215.969;B:min
217.208;B:min7
218.233;E:min7
219.986;B:min
221.192;B:min7
222.203;E:min7
223.933;B:min
225.152;B:min7
226.15;E:min7
227.881;B:min
229.117;B:min7
230.093;E:min7
231.851;B:min
233.041;B:min7
234.11;E:min7
235.851;B:min
237.105;B:min7
238.056;E:min7
239.984;B:min
240.996;B:min7
242.033;E:min7
243.755;B:min
244.996;B:min7
245.992;E:min7
247.673;B:min
248.963;B:min7
249.963;E:min7
251.69;B:min
252.931;B:min7
253.922;E:min7
255.641;B:min
256.906;B:min7
257.904;E:min7
259.641;B:min
260.853;B:min7
261.863;E:min7
263.576;B:min
264.801;B:min7
265.834;E:min7
267.543;B:min
268.806;B:min7
269.793;E:min
271.527;B:min
272.88;B:min7
