t;chord
0.0;N
1.927;B:maj
9.52;E:maj
11.157;B:min
13.293;E:maj
14.945;B:min
17.078;E:maj
18.73;B:min
20.852;E:maj
22.497;B:min
24.636;A:maj
26.294;E:maj/3
28.408;F#:min
29.124;B:maj
30.065;E:maj
31.013;E:7
32.194;A:maj
33.834;B:maj
34.789;C#:7
35.968;F#:min7
37.631;F#:maj
39.753;B:sus4
41.398;B:7
43.526;E:maj
45.183;B:maj
47.322;C#:min
48.956;F#:7
51.096;F#:min
52.5;E:maj/3
54.869;B:sus4
56.52;B:7
58.654;E:maj
60.305;B:maj
62.427;C#:min
64.078;F#:7
66.212;F#:min
67.855;E:maj/5
69.045;B:maj/5
69.997;E:maj
75.421;B:min
77.543;E:maj
79.197;B:min
81.328;E:maj
82.979;B:min
85.101;E:maj
86.761;B:min
88.854;A:maj
90.302;E:maj
92.645;F#:min
93.363;B:maj
94.327;E:maj
96.456;A:maj
98.093;B:maj
99.019;C#:maj
100.229;F#:min7
101.875;F#:maj
104.002;B:sus4
105.654;B:7
107.787;E:maj
109.43;B:maj
111.56;C#:min
113.197;F#:7
115.345;F#:min
116.75;E:maj/3
119.13;B:sus4
120.779;B:7
122.883;E:maj
124.578;B:maj
126.676;C#:min
128.334;F#:7
130.461;F#:min
132.11;E:maj/5
134.246;E:sus4
135.889;E:maj
138.019;C#:min7
139.671;F#:7
141.793;C#:min7
143.447;F#:7
145.578;C#:min7
146.982;F#:7
149.351;B:sus4
151.005;B:7
153.136;E:maj
154.77;B:maj
156.9;C#:min
158.549;F#:7
160.679;F#:min
162.345;E:maj/3
164.479;B:sus4
166.13;B:7
168.263;E:maj
169.912;B:maj
172.016;C#:min
173.671;F#:7
175.821;F#:min7
177.722;B:maj
179.592;E:sus4
181.238;E:maj
188.581;N
