t;chord
0.0;N
0.07;Bb:7
3.947;Eb:maj7
5.875;Eb:maj
7.802;Bb:7
11.691;Eb:maj7
13.073;F:sus4
15.546;Bb:maj
17.485;C:min
19.389;C:hdim7
20.376;F:7
21.351;Bb:maj
23.29;D:min
25.217;G:min7
27.156;Bb:maj/5
30.058;C:min/b3
31.033;D:hdim7
31.977;F:min6/b3
32.961;G:7
34.9;C:dim
36.838;F:7
37.79;E:7
38.766;Eb:maj7
40.705;C:maj
42.643;F:maj
46.51;D:min
47.473;G:min7
48.46;C:min
50.396;C:hdim7
51.339;F:7
52.315;Bb:maj
54.253;Eb:maj7
56.181;Eb:min7
58.131;D:min7
60.058;G:min7
61.022;F:min7
61.986;E:dim
63.925;Eb:7
65.863;D:min7
67.802;G:min7
69.73;Eb:maj
71.668;D:min7
73.607;C:min7
75.546;Bb:maj
77.485;A:sus4
81.351;D:maj
85.217;Bb:maj7
89.095;A:min7
92.961;G:min7
94.9;C:7
96.839;F:maj7
100.705;Eb:maj7
104.583;Ab:maj7
108.449;A:hdim7
110.384;C:hdim7
112.327;F:7
116.193;D:min
117.156;G:min7
118.132;C:min7
120.053;C:hdim7
121.022;F:7
121.986;Bb:maj
123.937;Eb:maj7
125.864;E:hdim7
127.803;F:maj
129.73;G:min7
130.694;F:min7
131.669;E:hdim7
133.608;Eb:7
135.546;D:min7
137.474;G:min7
139.413;E:hdim7
141.351;Eb:7
143.29;D:min7
145.218;G:min
147.156;C:min7
150.999;Bb:maj/5
152.961;F:maj
154.9;Bb:maj
162.644;Db:maj7
166.51;C:min7
170.376;Bb:min7
172.315;Eb:7
174.254;Ab:maj7
178.12;F#:maj7
181.986;B:maj7
185.864;C:min7
189.742;F:maj
193.608;D:min7
194.563;G:min7
195.547;C:min
197.469;C:hdim7
198.438;F:7
199.401;Bb:maj
201.352;D:min
203.279;G:min7
205.218;Bb:maj/5
208.12;Eb:maj
209.096;D:dim
210.061;F:min6/b3
211.035;G:7
212.962;C:hdim7
214.901;F:7
215.864;E:7
216.828;Eb:maj7
218.767;C:maj
220.706;F:9
224.583;D:min7
225.535;G:min7
226.511;C:min
228.45;C:hdim7
229.402;F:7
230.377;Bb:maj
232.327;Eb:maj7
234.255;Eb:min7
236.193;D:min7
238.121;G:min7
239.084;F:min7
240.06;E:hdim7
241.987;Eb:7
243.926;D:min7
245.864;G:min7
247.803;Eb:maj7
249.742;D:min7
251.669;C:min7
253.608;Bb:maj
255.547;A:sus4
259.392;D:maj
263.279;Bb:maj7
267.157;A:min7
271.035;G:min7
272.962;C:7
274.901;F:maj7
278.767;Eb:maj7
282.645;Ab:maj7
286.511;A:hdim7
288.45;C:hdim7
290.377;F:maj
294.255;D:min7
295.219;G:min7
296.194;C:min
298.106;C:hdim7
299.085;F:7
300.033;Bb:maj
301.987;Eb:maj7
303.938;E:hdim7
305.865;F:maj
307.804;G:min7
308.767;F:min7
309.743;E:hdim7
311.67;Eb:7
313.597;D:min7
315.548;G:min7
317.475;E:hdim7
319.414;Eb:7
321.353;D:min7
323.28;G:min
325.219;C:min7
329.085;F:maj
332.963;Bb:7
336.84;Eb:maj7
338.779;Eb:maj
340.706;Bb:7
344.596;Eb:maj7
345.241;Eb:maj
349.518;Bb:maj
356.264;N
