t;chord
0.0;N
0.07;B:min
1.277;E:maj/5
2.601;A:sus4
3.886;A:maj
5.341;B:min
6.449;E:maj/5
7.976;A:sus4
9.134;A:maj
10.577;B:min
13.526;A:maj
14.814;G:maj
20.039;B:min
24.578;F#:min7
25.228;G:maj
30.128;B:min
35.666;F#:min7
36.978;G:maj
38.3;F#:min7
39.451;G:maj
40.24;A:maj
40.89;B:min
46.092;G:maj
50.701;A:maj
51.351;B:min
53.928;G:maj
56.541;F#:min
59.153;F:maj
61.753;B:min
64.354;G:maj
66.966;F#:min
69.579;F:maj
72.168;B:min
73.48;G:maj
78.054;A:maj
78.704;B:min
83.905;G:maj
88.805;B:min
94.331;F#:min7
95.631;G:maj
96.955;F#:min7
98.073;G:maj
98.905;A:maj
99.556;B:min
104.757;F#:min
105.922;G:maj
107.392;F#:min
108.681;G:maj
109.331;A:maj
109.993;B:min
112.594;G:maj
115.194;F#:maj
117.818;F:maj
120.407;B:min
123.019;G:maj
125.608;F#:min
128.232;F:maj
130.833;B:min
133.077;A:maj
135.697;C:maj
138.286;D:maj
140.945;G:maj
143.546;B:min
146.158;G:maj
148.445;B:min
151.359;C:maj
153.972;B:min
156.572;A:maj
161.866;F#:min7
163.109;G:maj
164.42;F#:min7
165.721;G:maj
166.383;A:maj
167.021;B:min
168.31;A:maj
169.61;B:maj
171.063;A:maj
172.211;F#:min7
173.45;G:maj
174.866;F#:min7
176.01;G:maj
176.82;A:maj
177.47;B:min
180.048;G:maj
182.648;F#:7
185.272;F:maj
187.861;B:min
190.485;G:maj
193.086;F#:min
195.698;F:maj
198.31;B:min
200.911;G:maj
203.511;F#:7
206.135;F:maj
208.724;B:min
211.348;G:maj
213.96;F#:min
216.561;F:maj
219.266;B:min
220.299;E:maj/5
221.6;A:sus4
222.9;A:maj
224.316;B:min
225.501;E:maj/5
226.963;A:sus4
228.148;A:maj
229.576;B:min
235.601;N
