t;chord
0.0;N
0.035;N
0.778;C:maj
4.563;F:maj6
8.324;C:maj
12.121;F:maj6
15.906;C:maj
17.786;G:7/3
19.679;A:min7
21.56;G:7/3
23.452;C:maj
25.356;G:7/3
27.225;A:min7
29.118;G:7/3
31.01;C:maj
34.795;G:maj/3
36.676;C:maj
38.58;A:min7
40.472;D:maj/3
42.353;G:maj
46.126;C:maj
49.911;G:maj/3
51.792;C:maj
53.685;A:min7
55.589;D:maj/3
57.458;G:maj
61.243;E:min7
63.135;A:min7
65.004;D:min7
66.908;G:maj
68.812;E:min7
70.682;A:min7
72.574;D:min7
73.28;C:maj/3
74.106;F:maj
75.418;D:maj/3
76.359;C:maj/5
78.007;G:maj
80.155;C:maj
83.929;F:maj6
89.583;C:maj/3
91.475;D:min7
93.263;G:maj
95.26;C:maj
97.152;C:7/b7
99.033;F:maj/3
100.926;F:min/b3
102.83;C:maj/5
104.71;D:maj/3
106.603;D:min7
108.449;G:sus4
110.364;C:maj
112.268;G:maj/3
114.149;A:min7
116.042;G:maj/3
117.923;C:maj
121.719;G:maj/3
123.611;C:maj
125.016;B:min7
125.492;A:min7
127.385;D:maj/3
129.277;G:maj
133.004;E:min
134.931;A:min7
136.835;D:min7
138.716;G:maj
140.55;E:min7
142.489;A:min7
144.382;D:min7
145.125;C:maj/3
146.054;F:maj
147.203;D:maj/3
148.167;C:maj/5
150.001;G:maj
151.011;C:maj
155.748;F:maj
161.402;C:maj/3
163.283;D:min7
165.175;C:maj/5
167.044;C:maj
168.902;C:7/b7
170.841;F:maj/3
172.722;F:min/b3
174.637;C:maj/5
176.506;F#:dim
178.411;D:min7
180.291;C:maj/5
182.137;C:maj
182.857;G:min7
185.841;C:maj
186.654;G:min7
189.742;F:maj
191.634;G:7
193.515;E:min7
195.408;A:min7
197.288;D:min7
199.192;C:maj/3
201.085;F:maj
202.977;G:maj
204.754;E:min
206.739;A:min
208.643;E:min
210.535;A:min
212.428;D:min7
214.309;C:maj/3
216.189;F:maj
218.082;C:maj/5
219.916;G:maj
221.809;A:7
223.701;D:maj
227.544;G:maj
233.21;D:maj/3
235.09;E:min7
236.971;A:maj
238.875;D:maj
240.733;D:7/b7
242.649;G:maj/3
244.541;G:min/b3
246.422;D:maj/5
248.314;G#:dim
250.207;E:min7
252.099;A:7
253.945;D:maj
255.872;A:maj/3
257.765;B:min7
259.657;A:maj/3
261.55;D:maj
263.43;A:maj/3
265.323;B:min7
267.204;A:maj/3
269.142;D:maj
276.294;N
