t;chord
0.0;N
0.058;D:maj
1.416;B:min7
2.786;G:maj6
3.808;A:maj
5.515;B:min7
6.873;G:maj6
8.23;E:min7
9.265;A:maj
9.927;N
10.96;D:maj
12.318;B:min7
13.688;G:maj6
14.71;A:maj
16.417;B:min7
17.775;G:maj6
19.149;E:min7
20.167;A:maj
20.84;N
21.862;D:maj
23.232;A:maj/3
24.602;B:min7
25.96;A:maj
27.318;G:maj
28.688;D:maj/3
30.047;E:min
31.452;A:maj
32.768;D:maj
34.145;A:maj/3
35.503;B:min7
36.873;A:maj
38.232;G:maj
39.602;D:maj/3
40.96;E:min7
42.332;A:maj
43.667;E:min7
44.156;A:maj
44.71;D:maj
45.049;N
46.474;D:maj
47.775;A:maj/3
49.145;B:min
50.503;G:maj
51.873;D:maj
53.232;B:min
54.602;E:min7
55.96;A:maj
57.291;D:maj
58.688;A:maj/3
60.047;B:min
61.417;G:maj
62.775;D:maj
64.145;B:min
65.503;E:min7
66.862;A:maj
68.228;E:min7
68.724;A:maj
69.241;D:maj
70.96;G:maj7
73.689;A:maj
76.417;F#:min7
79.134;B:min7
81.862;G:maj7
84.59;A:maj
87.319;F#:min7
90.047;B:min7
92.775;E:min7
93.797;A:maj
94.47;N
95.504;D:maj
96.874;A:maj/3
98.232;B:min7
99.602;A:maj
100.96;G:maj
102.319;D:maj/3
103.689;E:min7
105.047;A:maj
106.416;D:maj
107.775;A:maj/3
109.134;B:min7
110.504;A:maj
111.874;G:maj
113.21;D:maj/3
114.602;E:min7
116.015;A:maj
117.313;E:min7
117.826;A:maj
118.326;D:maj
118.679;N
120.024;D:maj
121.406;A:maj/3
122.776;B:min
124.145;G:maj
125.504;D:maj
126.862;B:min
128.232;E:min7
129.602;A:maj
130.961;D:maj
132.319;A:maj/3
133.689;B:min7
135.047;G:maj
136.417;D:maj
137.776;B:min
139.146;E:min7
140.504;A:maj
141.862;G:maj7
147.319;A:maj
152.776;G:maj7
155.492;F#:min
158.232;E:min7
160.949;A:maj
169.123;D:maj
170.516;A:maj/3
171.874;B:min
173.258;A:maj
174.627;D:maj
175.949;B:min
177.319;E:min7
178.689;A:maj
180.048;D:maj
181.406;A:maj/3
182.776;B:min7
184.134;G:maj
185.481;D:maj
186.863;B:min
188.233;E:min7
189.591;A:maj
190.947;D:maj
192.319;A:maj/3
193.678;B:min7
195.036;G:maj
196.406;D:maj
197.776;B:min
199.134;E:min7
200.504;A:maj
201.863;D:maj
203.221;A:maj/3
204.603;B:min7
205.961;G:maj
207.358;D:maj
208.678;B:min
210.048;E:min7
211.406;A:maj
212.776;D:maj
214.134;B:min7
215.493;G:maj6
216.863;A:maj
218.233;B:min7
219.58;G:maj6
220.89;E:min7
221.971;A:maj
222.645;N
223.689;G:maj
230.539;N
