t;chord
0.0;N
0.058;Bb:maj
5.387;Ab:maj
7.152;Bb:maj
8.94;Ab:maj
10.704;Bb:maj
12.492;Ab:maj
14.257;Bb:maj
16.045;Ab:maj
17.833;Bb:maj
19.609;Ab:maj
21.374;Bb:maj
23.135;Ab:maj
24.044;Eb:maj
24.938;Bb:maj
26.715;Ab:maj
28.491;Bb:maj
32.044;G:min
35.608;C:maj
39.16;Eb:maj
42.713;Db:maj
44.501;F:maj
46.266;Bb:maj
48.042;Gb:maj
49.83;Eb:maj
51.606;Db:maj
52.5;F:maj
53.383;Bb:maj
55.159;Gb:maj
56.935;Eb:maj
58.712;Db:maj
59.606;F:maj
60.5;G:min
61.37;G:min7/b7
62.264;Eb:maj
63.158;G:min/5
64.052;C:min
65.805;F:maj
67.605;N
71.158;Bb:maj
72.934;Ab:maj
74.71;Bb:maj
76.487;Ab:maj
77.369;Eb:maj
78.263;Bb:maj
80.039;Ab:maj
81.816;Bb:maj
85.38;G:min
88.932;C:maj
92.485;Eb:maj
96.038;Db:maj
97.826;F:maj
99.59;N
100.496;Bb:maj
102.261;Gb:maj
104.049;Eb:maj
105.825;Db:maj7
106.707;F:maj
107.601;Bb:maj
109.378;Gb:maj
111.142;Eb:maj
112.942;Db:maj7
114.033;F:maj
114.718;G:min
115.589;G:min7/b7
116.471;Eb:maj
117.377;G:min/5
118.271;C:min7
120.047;F:maj
121.823;Db:maj
123.6;Ab:maj
125.376;B:maj
127.152;Gb:maj
128.929;A:maj
132.481;Ab:maj
136.034;Bb:maj
137.81;Gb:maj
139.587;Eb:maj
141.375;Db:maj
142.269;F:maj/5
143.151;Bb:maj
144.927;Gb:maj
146.704;Eb:maj
148.48;Db:maj
149.374;F:maj/5
150.233;N
152.0;B:maj
153.809;G:maj
155.609;E:maj
157.373;D:maj
158.267;F#:maj
159.161;B:maj
160.938;G:maj
162.714;E:maj
164.491;D:maj7
165.373;F#:maj/5
165.79;F#:maj
166.266;B:maj
168.043;G:maj
169.831;E:maj
171.595;D:maj7
172.489;F#:maj
173.383;B:maj
175.16;G:maj
176.936;E:maj
178.724;D:maj7
179.595;F#:maj
180.489;G#:min
181.371;G#:min7/b7
182.253;E:maj
183.147;G#:min/5
184.041;C#:min7
185.574;E:maj
185.829;F#:maj
187.594;B:maj
189.382;A:maj
191.147;B:maj
192.935;A:maj
193.817;E:maj
194.699;B:maj
196.487;A:maj
198.264;B:maj
200.04;A:maj
200.922;E:maj
201.805;B:maj
205.555;N
