t;chord
0.0;N
3.994;C#:min
5.979;C#:sus4
7.93;G#:min
9.892;A:maj9
11.865;C#:min
13.827;C#:min/5
15.79;F#:min7
17.763;F:dim
19.725;C#:min
23.673;F#:min7
27.597;G#:min
31.533;A:maj7
33.495;G#:7
35.457;C#:min7
39.393;F#:min7
43.328;G#:min
45.302;C#:min7
47.264;E:maj7/7
49.238;G#:7
51.2;A:maj7
53.162;B:maj
55.136;G#:maj/3
57.109;C#:min
59.072;F#:7/3
63.007;F#:min7
64.726;G#:maj7
65.457;G:maj7
65.712;F#:maj7
66.194;F:maj
66.682;E:maj
67.048;D#:maj
67.431;D:maj
68.905;E:maj
70.879;G#:min/5
72.841;D:maj6
74.803;C#:min7
76.777;F#:min7
78.739;G#:min
80.713;A:min7
82.686;B:sus4(b7)
84.631;E:maj
86.61;G#:min/5
88.584;D:maj6
90.546;C#:min7
92.52;F#:min7
94.47;G#:min7
96.456;A:min7
98.418;B:sus4(b7,9)
100.38;E:maj
102.354;D:maj6
103.073;G#:7
104.316;C#:min
108.263;F#:min9
112.187;G#:min
116.123;A:maj7
118.085;G#:7
120.047;C#:min7
123.983;F#:min
127.919;G#:min
129.892;C#:min7
131.866;D:maj6
133.817;G#:7
135.79;A:maj7
137.752;B:maj
139.726;G#:maj/3
141.688;C#:maj
143.662;F#:maj/3
147.598;F#:min7
149.339;G#:maj7
150.018;G:maj7
150.309;F#:maj7
150.785;F:maj7
151.269;E:maj7
151.766;D#:maj7
152.021;D:maj7
153.496;E:maj
155.469;G#:min/5
157.431;D:maj6
159.405;C#:min
161.367;F#:min7
163.329;G#:min7(11)
165.303;A:min7
167.277;B:7
169.241;E:maj
171.201;G#:min/5
173.163;D:maj6
175.137;C#:min7
177.11;F#:min7
179.072;G#:min
181.034;A:min7
183.008;B:sus4(b7,9)
184.97;C#:min
186.932;C#:sus4
188.906;G#:min7
190.868;A:maj7
192.842;C#:min
194.815;G#:min
196.778;F#:min7
199.471;G#:7(b9)
200.713;C#:min
202.675;C#:min7
204.649;F#:min7
208.573;G#:min
212.509;A:maj7
214.471;G#:7
216.445;C#:min
220.381;F#:min7
224.316;G#:min7
226.278;C#:min7
228.252;D:maj6
229.727;G#:min7
230.946;F#:min7
231.921;A:7/5
232.676;D:maj7
234.15;E:maj
236.124;G#:min/5
238.086;D:maj6
240.048;C#:min7
242.022;F#:min7
243.995;G#:min
245.957;A:min7
247.919;B:7
249.869;E:maj
251.855;G#:min/5
253.829;D:maj6
255.791;C#:min7
257.765;F#:min7
259.727;G#:min7
261.7;A:min7
263.663;B:7
265.625;C#:min
267.584;F#:min7
269.56;G#:min
271.534;A:maj7
272.997;B:7
273.496;C#:min7
275.458;G#:min
277.432;F#:min7
279.406;F:dim
281.368;A:maj7
295.253;N
