t;chord
0.0;N
1.533;G:maj7
7.454;D:maj9
13.386;G:maj7
19.307;D:maj9
25.228;G:maj7
31.161;D:maj9
37.082;G:maj7
43.027;D:maj9
48.948;G:maj7
54.869;D:maj9
60.79;G:maj7
66.734;D:maj7
72.655;C:maj7
78.576;B:min7
84.497;C:maj7
90.43;B:min7
96.34;A:min
99.272;C:maj
100.751;D:maj/5
102.247;A:min7
102.644;B:min
103.015;C:maj7
104.076;D:sus4(b7)
107.474;Db:9
108.193;G:maj7
114.126;D:maj9
120.059;G:maj7
125.968;D:maj9
131.901;G:maj7
137.834;D:maj9
143.743;G:maj7
149.676;D:maj9
155.609;G:maj7
161.53;D:maj9
167.451;G:maj7
173.383;D:maj9
179.339;G:min9
182.23;D:maj
187.385;N
