t;chord
0.0;N
0.139;B:min
1.474;G:maj
3.181;D:maj
4.203;A:maj
5.886;B:min
6.908;G:maj
8.615;D:maj/5
9.648;A:maj
11.343;B:min
12.376;G:maj
14.083;D:maj
15.093;A:maj
16.8;G:maj
22.261;B:min
23.301;G:maj
24.996;D:maj
26.03;A:maj
27.736;B:min
28.758;G:maj
30.453;D:maj/5
31.478;A:maj
33.17;B:min
34.215;G:maj
35.894;D:maj
36.931;A:maj
38.626;B:min7
39.671;G:maj
41.347;D:maj/5
42.4;A:maj
44.083;G:maj
49.54;B:min7
50.573;G:maj
52.261;D:maj
53.29;A:maj
54.996;B:min7
56.041;G:maj
57.747;D:maj/5
58.759;A:maj
60.465;B:min
61.498;G:maj
63.159;D:maj
64.203;A:maj
65.887;B:min7
66.932;G:maj
68.627;D:maj/5
69.651;A:maj
71.355;G:maj
76.8;F#:maj
78.17;A:maj/5
79.54;G:maj/5
82.245;G:maj
84.98;A:maj
87.682;D:maj
88.723;G:maj7
90.453;E:min
91.475;A:maj
93.17;D:maj/3
94.203;G:maj
95.91;D:maj/5
96.914;A:maj
98.615;D:maj/3
99.637;G:maj
101.355;A:maj
102.377;A#:dim
104.072;B:min
105.082;G:maj
106.812;D:maj/5
109.54;B:min
110.562;G:maj
112.253;D:maj
113.29;A:maj
114.971;B:min
116.019;G:maj
117.737;A:maj
120.454;B:min
121.475;G:maj
123.184;D:maj
124.192;A:maj
125.899;B:min
126.932;G:maj
128.604;D:maj/5
129.649;A:maj
131.367;B:min
132.389;G:maj
134.098;D:maj
135.117;A:maj
136.8;B:min7
137.834;G:maj
139.527;D:maj/5
140.563;A:maj
142.257;G:maj
147.69;F#:min
149.072;A:maj/5
150.442;G:maj/5
153.147;G:maj
155.878;A:maj
158.612;D:maj
159.637;G:maj
161.38;E:min
162.389;A:maj
164.072;D:maj/3
165.094;G:maj
166.816;A:maj
169.506;D:maj/3
170.551;G:maj
172.269;A:maj
173.291;A#:dim
174.986;B:min
175.996;G:maj
177.702;D:maj/5
180.442;G:maj
183.182;D:maj/3
185.918;G:maj
188.661;D:maj/3
191.367;E:min7
194.096;G:maj/5
196.824;D:maj/5
198.155;A:maj
199.517;G:maj/5
200.849;A:maj
202.257;D:maj
203.291;G:maj
204.997;E:min
206.0;A:maj
207.726;D:maj/3
208.792;G:maj
210.431;D:maj/5
213.192;D:maj/3
214.192;G:maj
215.911;A:maj
216.914;A#:dim
218.627;B:min
219.626;G:maj
221.344;A:maj
224.061;D:maj
225.106;G:maj
226.813;E:min
227.834;A:maj
229.529;D:maj/3
230.539;G:maj
232.269;D:maj/5
233.592;A:maj
234.974;D:maj/3
235.996;G:maj
237.714;A:maj
238.748;A#:dim
240.431;B:min
241.441;G:maj
243.148;A:maj
245.869;D:maj
246.909;G:maj
248.628;E:min
249.638;A:maj
251.333;D:maj/3
252.354;G:maj
253.376;G:maj7
254.05;D:maj/5
254.735;A:maj
256.778;D:maj/3
257.823;G:maj
259.541;A:maj
260.574;A#:dim
262.269;B:min
263.279;G:maj
264.986;A:maj
267.029;D:maj/5
267.714;B:min
268.743;G:maj
270.454;D:maj
271.499;A:maj
273.194;B:min
274.216;G:maj
275.911;D:maj
276.933;A:maj
278.651;B:min
279.673;G:maj
281.368;D:maj
282.384;A:maj
284.108;B:min
285.129;G:maj
286.813;D:maj
287.846;A:maj
289.541;B:min
290.563;G:maj
292.278;D:maj6
293.303;A:maj
294.986;B:min
296.02;G:maj
297.726;D:maj
298.76;A:maj
300.431;B:min
301.476;G:maj
303.16;D:maj
304.181;A:maj
305.9;B:min
306.91;G:maj
308.64;D:maj
309.661;A:maj
311.368;B:maj
312.39;G:maj
314.108;D:maj
315.118;A:maj
316.825;B:min
317.846;G:maj
319.53;D:maj
320.551;A:maj
322.27;B:min
323.303;G:maj
324.998;D:maj
326.02;A:maj
327.715;B:min
328.737;G:maj
330.455;D:maj
331.488;N
