t;chord
0.0;N
0.237;C:maj
0.824;C:maj7/7
1.657;A:min
2.252;G:maj
3.088;F:maj
4.516;G:maj
5.956;C:maj
7.372;E:min
8.812;F:maj
10.228;G:maj
11.668;C:maj
13.096;E:min7
13.804;C:maj/3
14.524;F:maj
15.952;G:maj
17.38;C:maj
18.808;E:min
20.236;A:min
21.664;E:min
23.092;D:min7
23.812;G:7
24.52;C:maj
25.948;D:7
27.376;G:maj
28.804;C:maj
30.244;E:min
31.66;A:min
33.088;C:7
34.516;F:maj
35.956;E:min
36.545;A:min
37.384;D:7
38.104;G:maj
38.812;C:maj
39.758;C:7
40.24;F:maj
43.096;E:min
44.359;A:7
45.952;D:min7
47.261;D:7
48.806;G:sus4
50.12;G:maj
51.664;C:maj
53.104;G:maj/3
53.801;E:maj
54.52;A:min
55.96;G:min7
56.657;C:7
57.377;F:maj
58.816;E:min
59.524;A:min
60.244;D:7
61.672;G:maj
63.092;C:maj
64.522;B:hdim7
65.236;E:7
65.956;A:min
67.357;G:min
68.067;C:7
68.812;F:maj
70.24;C:maj/3
70.949;A:min
71.668;D:min7
73.096;G:maj6
74.536;C:maj
75.117;C:maj7/7
75.932;A:min7
76.515;C:maj/5
77.392;F:maj/5
78.809;G:maj
80.248;C:maj
81.665;E:min
83.093;A:min
84.532;E:min
85.949;D:min7
86.668;G:7
87.377;C:maj
88.816;D:7
90.233;G:maj
91.661;C:maj
93.1;E:min
94.528;A:min
95.956;C:7
97.373;F:maj
98.813;E:min
99.405;A:min
100.241;D:7
100.949;G:maj
101.669;C:maj
102.618;C:7
103.097;F:maj
104.406;F:min
105.964;E:min7
107.265;A:7
108.809;D:min7
110.097;D:7
111.676;G:sus4
112.953;G:maj
114.521;C:maj
115.96;G:maj/3
116.669;E:maj
117.388;A:min
118.817;G:min
119.525;C:7
120.245;F:maj
121.673;E:min
122.381;A:min
123.101;D:7
124.517;G:maj
125.968;C:maj
127.385;G:maj/3
127.965;E:maj
128.813;A:min
130.241;G:min
130.949;C:7
131.669;F:maj
133.097;E:min
133.677;A:min
134.525;D:min7
135.953;G:sus2
137.381;F:maj
138.69;F:min
140.237;E:min7
141.547;A:maj
143.093;D:min
144.406;D:7
145.949;G:maj
148.817;C:maj
150.256;G:maj/3
150.884;E:maj/5
151.696;A:min
153.101;G:min
153.809;C:maj
154.54;F:maj
155.968;E:min
156.537;A:min
157.385;D:7
158.801;G:maj7
160.241;C:maj
161.669;G:maj/3
162.261;E:maj
163.097;A:min
164.525;G:min
165.105;C:7
165.953;F:maj
167.393;E:min
167.962;A:min
168.809;D:min7
171.665;G:9
173.086;N
174.521;C:maj
175.961;E:min
177.377;F:maj
178.805;G:maj
180.233;C:maj
181.661;E:min
183.089;F:maj7
184.529;G:maj
185.945;C:maj
186.549;E:min
187.257;A:min
187.977;C:maj/5
188.79;F:maj
190.125;C:maj
194.618;N
