t;chord
0.0;N
1.441;Bb:maj
4.229;G:min
7.016;Bb:maj
8.417;Ab:maj6
9.81;G:min
11.204;Eb:min/b3
11.9;Ab:maj
12.597;Bb:maj
15.383;G:min
18.159;Bb:maj
19.574;Ab:maj6
20.968;G:min
22.349;Eb:min/b3
23.046;Ab:maj
23.742;Bb:maj
25.147;F:maj
26.529;G:min
27.922;Eb:maj
29.315;Bb:maj
30.72;F:maj
32.102;G:min7
33.495;Eb:maj6
34.888;Bb:maj
36.157;F:maj
37.674;G:min
39.062;Eb:maj
40.461;Bb:maj
41.866;F:maj
43.247;G:min
44.629;Eb:maj
46.022;Eb:maj
48.843;Bb:maj/3
51.618;F:maj/5
53.011;F#:dim
54.404;G:min
57.202;Eb:maj
59.957;Bb:maj/3
62.775;C:min
64.168;Ab:maj7
66.258;G:min7
66.937;F:maj
68.348;Bb:maj
69.73;F:maj/3
71.123;G:min
72.179;Bb:maj/5
73.921;Eb:maj
75.32;Bb:maj/5
76.707;C:min
77.752;F:maj
79.494;Bb:maj
80.887;F:maj/3
82.28;G:min7
83.528;Bb:7/5
85.084;Eb:maj
86.473;Bb:maj/3
87.853;C:min7
88.898;F:maj
90.291;Bb:maj/5
93.429;Bb:maj
94.818;Bb:maj/5
96.212;G:min
97.605;Eb:maj7
98.998;Bb:maj
100.391;F:maj
101.785;G:min
103.178;Eb:maj6
103.874;F:7
104.223;Ab:maj7
104.571;Bb:maj
105.971;F:maj
107.357;G:min
108.751;Eb:maj
110.144;Bb:maj
111.537;F:maj
112.939;G:min
114.339;Eb:maj
115.712;Eb:maj
118.506;Bb:maj/3
121.301;C:min
122.563;F#:dim
124.087;G:min
126.177;Bb:maj/3
126.874;Eb:maj7
129.657;Bb:maj/3
132.447;C:min7
133.84;Ab:maj7
135.93;G:min7
136.626;F:maj
137.331;Eb:maj
138.019;Bb:maj
139.413;F:maj/3
140.806;G:min
142.049;Bb:maj/5
143.592;Eb:maj
144.997;Bb:maj/3
146.39;Eb:maj/3
147.423;F:maj
149.165;Bb:maj
150.558;F:maj/3
151.951;G:min7
153.205;Bb:maj/5
154.749;Eb:maj7
156.143;Bb:maj/3
157.536;Eb:maj/3
158.581;F:maj
160.322;Bb:min
161.715;Gb:maj
164.502;F:min
165.895;Bb:min
167.288;Gb:maj
170.075;F:min
170.771;Gb:maj
171.119;Ab:maj6
171.468;Bb:maj
172.861;F:maj
173.558;F:maj6
174.254;G:min
175.641;Eb:maj7
177.041;Bb:maj
178.434;F:maj
179.827;G:min
181.22;Eb:maj
182.613;Bb:maj
184.007;F:maj
185.4;G:min
186.793;Eb:maj6
188.186;Bb:maj
189.591;F:maj
190.984;G:min7
192.377;Eb:maj7
196.557;Bb:maj/3
199.343;F:maj
200.737;F#:dim
202.13;G:min
204.928;Eb:maj
207.714;Bb:maj/3
210.489;C:min
211.743;Ab:maj7
213.972;G:min
214.651;F:maj/3
215.372;F:7/3
216.062;Gb:maj/3
216.758;Ab:maj/3
217.455;Gb:maj
218.151;Ab:maj
218.848;Bb:maj
220.241;F:maj/3
221.634;G:min
222.679;Bb:maj/5
224.421;Eb:maj
225.814;Bb:maj/3
227.207;C:min7
228.252;F:maj
229.994;Bb:maj
231.387;F:maj/3
232.78;G:min7
233.837;Bb:maj/5
234.881;F:min
235.578;Eb:maj
236.963;Bb:maj/5
238.364;C:min7
239.409;F:maj
240.803;Bb:maj/5
243.937;G:min
245.33;Eb:maj7
246.724;Bb:maj
248.117;Ab:maj6
249.51;G:min
250.903;Eb:min/b3
251.6;Ab:maj
252.296;Bb:maj
253.706;Bb:maj/5
255.083;G:min
256.476;Eb:maj7
257.869;Bb:maj
259.262;Ab:maj6
260.656;Eb:maj7
263.442;Eb:min
267.233;N
