t;chord
0.0;N
0.07;B:maj
2.113;Eb:7(#9)
5.433;Ab:7
9.056;Gb:7
11.331;G:7
11.784;Ab:7
16.317;Gb:7
18.623;G:7
19.069;Ab:7
23.629;Gb:7
25.884;G:7
26.311;Ab:7
30.861;Gb:7
33.181;G:7
33.574;Ab:7
38.15;Gb:maj
41.784;E:maj
45.418;Eb:maj
49.064;Ab:maj
52.698;Gb:maj
56.332;E:maj
59.966;Eb:maj
63.282;Ab:maj
66.988;G:maj
70.612;C:min
74.269;Bb:min
76.098;Eb:7
77.894;Ab:maj
81.551;G:maj
85.176;C:min
88.816;Bb:min
90.612;Eb:maj
92.694;Ab:7
96.328;Gb:7
98.615;G:7
99.068;Ab:7
103.584;Gb:7
105.871;G:7
106.324;Ab:7
110.864;Gb:7
113.151;G:7
113.604;Ab:7
118.139;Gb:7
120.424;G:7
120.873;Ab:7
132.69;Gb:maj
136.336;E:maj
139.97;Eb:maj
143.576;Ab:maj
147.238;Gb:maj
150.883;E:maj
154.517;Eb:maj
157.812;Ab:maj
161.551;G:maj
165.159;C:min
168.816;Bb:min
170.645;Eb:maj
172.457;Ab:maj
176.098;G:maj
179.739;C:min
183.347;Bb:min
185.22;Eb:maj
187.2;Ab:maj
188.016;Db:maj
189.05;Gb:maj
189.845;B:maj
190.824;Ab:maj
191.559;B:maj
192.691;Bb:maj
193.399;A:maj
194.502;Ab:maj
196.569;N
