t;chord
0.0;N
0.046;A:min
2.009;D:maj6
3.959;F:maj7
5.909;E:min7
9.999;N
11.749;A:min7
13.7;F:9
15.65;B:min7
17.601;E:7(b9)
19.551;A:min7
21.502;F:9
23.452;B:min7
25.403;E:7(b9)
27.353;A:min7
29.304;F:9
31.254;B:min7
33.205;E:7(b9)
35.167;A:min7
37.113;F:9
39.068;B:min7
41.018;E:7(b13)
41.993;E:7
44.919;A:min
46.869;F:maj7
48.816;D:min7
49.795;G:maj6
50.735;C:maj
51.746;D:7
52.233;E:7
52.721;A:min
54.682;F:maj7
56.603;D:min7
57.597;E:7
58.572;A:min7
60.523;Bb:maj7
62.462;A:min7
64.424;B:min7
65.399;E:maj
66.374;A:min7
68.336;Bb:maj7
70.278;A:min7
72.237;B:min7
74.188;E:7
76.138;N
78.089;F:maj
79.064;E:maj
80.039;A:min
81.028;D:maj
82.035;D:min7
82.965;E:7
83.94;A:min
84.915;A:7
85.891;F:maj7
86.866;E:maj
87.841;A:min7
88.816;D:7
89.792;D:min7
91.742;E:7
93.693;A:min
101.506;A:min7
103.445;F:maj7
105.388;D:min7
106.394;G:7
107.357;C:maj
108.321;D:7
108.82;E:7
109.308;A:min
111.261;F:maj7
113.207;D:min7
114.184;E:7
115.159;A:min7
117.11;Bb:maj7
119.09;A:min7
121.011;B:min7
121.986;E:7
122.961;A:min7
124.923;Bb:maj7
126.819;A:min7
128.813;B:min7
130.763;E:7
133.201;N
134.676;F:maj7
135.639;E:maj
136.626;A:min
137.616;D:maj
138.577;D:min
139.552;E:7
140.527;A:min7
142.478;F:maj7
143.453;E:maj
144.428;A:min7
145.392;D:7
146.379;D:min
148.329;E:7
150.28;A:min
152.23;F:7
154.18;B:min7
156.131;E:7(b9)
158.081;A:min7
160.032;F:maj7
161.994;B:min7
163.944;E:7(b13)
164.92;E:7(b9)
165.916;A:min
167.845;F:maj7
169.793;D:min7
170.771;G:7
171.712;C:maj7
172.722;D:7
173.192;E:7
173.697;A:min7
175.647;F:maj7
177.6;D:min7
178.573;E:7
179.548;A:min7
181.499;Bb:maj7
183.438;A:min7
185.4;B:min7
186.375;E:7
187.35;A:min7
189.312;Bb:maj
191.23;A:min
193.213;B:min
195.164;E:maj
197.602;N
199.065;A:min
200.04;E:maj
201.015;A:min
201.967;D:maj
202.966;D:min
203.941;E:maj
204.916;A:min7
206.867;F:maj7
207.842;E:maj
208.829;A:min7
209.792;D:maj
210.767;D:min7
212.718;E:7
214.668;F:maj7
215.612;E:7
216.611;A:min7
217.515;D:7
218.531;D:min7
219.545;E:7
220.52;A:min7
221.495;A:7
222.482;F:maj7
223.457;E:maj
224.432;A:min
225.377;D:7
226.383;D:min7
228.333;E:7
230.284;F:maj7
231.259;E:maj7
232.234;A:min
233.215;D:7
234.185;D:min7
235.16;E:maj
236.135;A:min7
237.11;A:7
238.086;F:maj7
239.061;E:7
240.036;A:min7
241.012;D:7
241.987;D:min
243.937;E:7
245.888;F:maj7
246.845;E:7
247.853;A:min
248.82;D:7
249.812;D:min7
250.764;E:7
251.739;A:min7
252.714;A:7
253.69;F:maj7
254.665;E:maj
255.64;A:min7
256.615;D:7
257.103;N
