t;chord
0.0;N
0.104;Ab:min
1.858;Gb:maj
3.646;E:maj
5.387;Gb:maj6
9.067;Eb:maj
10.762;Ab:min
12.527;E:maj
14.199;B:maj
16.08;Eb:maj
17.868;Ab:min
19.632;E:maj
21.409;Gb:maj6
22.303;Eb:maj/3
23.197;Ab:min
24.973;Gb:maj
26.749;F:dim
28.444;E:maj
29.584;Gb:maj
30.302;Ab:min
32.078;Gb:maj
33.855;F:dim
35.631;E:maj
36.513;Gb:maj
37.407;C:min7
40.612;F:maj
40.983;C:min7
43.992;Bb:maj(*3)
44.494;C:min7
47.636;F:maj
48.089;Ab:maj
48.971;Bb:maj
49.865;C:min
51.641;Ab:maj
53.418;Eb:maj
55.194;G:7
56.97;C:min
58.758;Ab:maj7
60.523;Eb:maj
62.311;G:maj
64.087;Eb:maj
65.863;Ab:min
67.64;E:maj
69.381;B:maj
71.192;Eb:maj
72.969;Ab:min
74.745;E:maj
76.521;Gb:maj
77.404;Eb:maj/3
78.298;Ab:min
80.074;Gb:maj
81.85;F:dim
83.627;E:maj
84.521;Gb:maj6
85.415;C:min7
88.607;F:maj/5
88.967;C:min7
91.974;F:maj
92.508;C:maj7
95.295;F:maj
96.084;Ab:maj
96.85;Bb:maj
97.872;C:min
99.637;Ab:maj
101.413;Eb:maj
103.189;G:7
104.966;C:min
106.754;Ab:maj7
108.53;Eb:maj
110.295;G:maj
112.176;Eb:maj
113.871;Ab:min
115.635;E:maj
117.4;B:maj
119.188;Eb:maj
120.976;Ab:min
122.741;E:maj
124.517;Gb:maj6
125.399;Eb:maj/3
126.305;Ab:min
127.199;Ab:min7/b7
128.081;Ab:min/6
129.005;Ab:min/b6
129.451;Eb:maj
130.287;Eb:min7
133.05;Ab:maj
133.41;Eb:min7
136.395;Ab:sus4
136.951;Eb:min7
139.633;Ab:maj
140.516;Db:maj
141.41;Gb:maj
142.303;B:maj
143.186;E:maj
144.08;A:maj
144.974;D:maj
145.856;Eb:maj
149.409;Ab:maj
151.185;Eb:maj
152.973;G:7
153.786;N
154.749;C:min
156.526;Ab:maj7
158.302;Eb:maj
160.078;G:maj
161.855;Eb:maj
163.631;Ab:min
165.404;E:maj
167.2;B:maj
168.972;Eb:maj
170.748;Ab:min
172.524;E:maj
174.301;Gb:maj6
175.183;Eb:maj/3
176.077;Ab:min
177.865;E:maj
179.608;B:maj
181.406;Eb:maj
183.205;Ab:min
184.97;E:maj
186.746;Gb:maj6
187.64;Eb:maj/3
188.534;Ab:min
190.286;Gb:maj
192.075;F:dim
193.837;E:maj
194.734;Gb:maj
195.628;Ab:min
197.404;Gb:maj
199.192;F:dim
200.969;E:maj
201.851;Gb:maj6
203.616;Ab:min(*b3,*5)
205.172;N
