t;chord
0.0;N
0.058;Bb:maj9
3.053;Db:min
4.18;C:min7
5.306;B:min7
6.06;Bb:min7
9.056;Eb:sus4
10.519;Eb:maj
12.063;Ab:maj7
15.07;Bb:min7
18.054;C:maj
21.06;F:min7
22.558;C:aug
23.347;C:maj7
24.067;Bb:min7
27.063;F#:maj7
30.058;D#:min7
33.054;C#:maj/5
34.563;G#:maj
36.072;F#:maj9
42.063;F:min9
48.065;F#:maj9
54.056;G:dim
57.063;C:aug
58.555;C:7
60.058;Db:maj7
66.061;Ab:maj/3
68.685;B:maj6
72.063;Db:maj/3
74.687;C:min7
78.065;D:min7
79.588;Bb:9
80.689;Eb:sus4
82.559;F:min7
83.302;E:hdim7
84.056;Db:maj7
90.032;C:min7
92.636;B:maj6
96.061;Bb:min7
98.695;Eb:maj
100.566;Gb:7
101.309;C:7
102.052;D:dim
103.561;Db:min
104.687;C:min7
105.802;B:maj7
106.928;Bb:min7
108.054;Ab:maj7
111.061;Bb:min7
114.056;C:maj
117.063;F:min7
118.561;C:aug
119.273;C:7
120.059;Bb:min7
123.054;Gb:maj7
126.05;Eb:min7
129.057;Db:maj/5
130.531;Ab:maj
132.04;Gb:maj7
138.066;F:min7
144.057;Gb:maj7
150.047;G:dim
153.054;C:7
156.061;Db:maj7
162.04;C:min7/b3
164.688;B:7
166.188;B:maj7
167.695;Bb:min7
170.678;C:min7
172.559;Gb:7
174.057;D:dim
175.554;Bb:7
176.669;Eb:maj
178.561;F:min7
179.304;E:maj
180.059;Db:maj7
186.05;C:min7
188.651;B:7
192.052;Bb:min7
194.67;Db:maj/5
197.312;Eb:maj
198.055;D:hdim7
201.05;Db:min
202.188;C:min7
203.314;B:min7
204.057;Bb:min7
207.064;C:aug
208.562;C:7
210.059;Db:maj7
217.234;N
