t;chord
0.0;N
0.058;F:min
1.982;F:min7
2.974;Db:maj/3
3.924;Eb:maj/2
5.863;Bb:min
6.827;C:min7
7.802;F:min
9.704;F:min7
10.728;Db:maj/3
11.668;Eb:maj/2
13.607;C:7(b2)
14.571;C:7
15.546;F:min
17.461;Eb:maj/2
18.453;F:min
19.412;Eb:maj
21.351;F:min
25.217;Eb:maj/2
26.18;F:min
27.135;Db:maj7
30.058;C:7
31.022;F:min
32.968;Eb:maj/2
33.948;F:min
34.9;Eb:maj
36.827;F:min
40.7;Eb:maj/2
41.685;F:min
42.643;Db:maj7
44.559;C:7
46.51;Db:maj
47.473;Eb:maj
48.437;F:min
50.376;Db:maj
51.339;Eb:maj
52.315;F:min
54.253;Db:maj
55.217;Eb:maj
56.192;F:min
58.12;Db:maj
59.095;Eb:maj
60.058;F:min
61.997;Bb:min
63.925;Eb:maj
65.863;C:min7
67.802;F:min
69.73;Db:maj
71.668;Eb:maj
73.607;C:7
75.535;F:min
77.485;F:min7
78.449;Db:maj/3
79.412;Eb:maj/2
81.351;C:7(b2)
82.36;C:7
83.29;F:min
85.208;Eb:maj/2
86.188;F:min
87.156;Eb:maj
89.083;F:min
92.961;Eb:maj/2
93.925;F:min
94.89;Db:maj7
96.891;C:sus4(b7)
97.802;C:7
98.766;Db:maj
99.741;Eb:maj
100.705;F:min
102.632;Db:maj
103.607;Eb:maj
104.583;F:min
106.51;Db:maj
107.485;Eb:maj
108.449;F:min
110.376;Db:maj
111.351;Eb:maj
112.315;F:min
114.254;Db:maj
115.217;Eb:maj
116.193;F:min
118.108;Db:maj
119.084;Eb:maj
120.059;F:min
121.998;Db:maj
122.961;Eb:maj
123.925;F:min
125.864;Db:maj
126.827;Eb:maj
127.803;F:min
128.767;F:aug(b7)
129.741;Bb:min
131.669;Eb:maj
133.608;C:min7
135.546;F:min
137.474;Db:maj
139.413;Eb:maj
141.34;C:7
143.279;F:min
145.218;F:min7
146.193;Db:maj/3
147.156;Eb:maj/2
149.095;Bb:min
150.059;C:7
151.023;F:min
152.961;F:min7
153.925;Db:maj/3
154.9;Eb:maj/2
156.828;C:7(b2)
157.803;C:7
158.766;Db:maj
159.753;Eb:maj
160.653;F:min
162.626;Db:maj
163.603;Eb:maj
164.539;F:min
166.545;Db:maj
167.52;Eb:maj
168.461;F:min
170.4;Db:maj
171.375;Eb:maj
172.339;F:min
174.254;Db:maj
175.218;Eb:maj
176.181;F:min
178.12;Db:maj
179.096;Eb:maj
180.059;F:min
181.998;Db:maj
182.962;Eb:maj
183.925;F:min
185.876;Db:maj
186.839;Eb:maj
187.803;F:min
189.73;Bb:min
191.669;Eb:maj
193.608;C:min7
195.535;F:min
197.474;Db:maj
199.413;Eb:maj
201.34;C:7
203.291;F:min
205.194;F:min7
206.125;Db:maj/3
207.157;Eb:maj/2
209.096;Bb:min
210.059;C:7
211.023;F:min
212.983;F:min7
213.935;Db:maj/3
214.901;Eb:maj/2
216.84;C:7(b2)
217.731;C:7
218.767;F:min
220.114;N
