t;chord
0.0;N
0.418;G:sus4(b7)/b7
3.622;C:maj/3
6.757;G:sus4/5
9.945;C:maj/3
13.041;G:sus4(b7)/b7
16.192;C:maj/3
19.389;G:sus4/5
22.593;G:sus2
25.739;C:maj7
27.322;E:maj
28.932;A:min
32.067;E:min7
33.576;A:min7
35.192;D:sus4
36.746;G:sus2
38.383;F:maj7
39.962;C:maj/3
41.545;D:min9
43.102;C:maj/3
44.687;Bb:maj7
46.266;Bb:maj
47.055;F:maj/3
47.462;G:min7
51.003;C:maj7
52.582;E:maj
54.149;A:min
56.517;A:min7/b7
57.307;F:maj7
58.897;E:min7
59.687;A:min7
60.457;D:min9
62.044;G:7
63.634;F:maj7
65.2;C:maj/3
66.781;G:maj/5
68.36;C:maj/3
69.95;D:min7
70.74;E:min
71.529;F:maj6
72.31;G:7
72.702;C:maj
74.635;N
76.254;D:maj7
77.845;E:min7
79.412;D:maj/3
80.991;A:min7
81.781;D:maj
82.559;G:maj
84.149;D:maj/3
85.74;E:min
87.307;A:7
88.886;D:maj
90.477;E:min
92.044;D:maj/3
93.623;A:min7
94.412;D:maj
95.202;G:maj
96.781;D:maj/3
98.36;E:min
99.149;D:maj/3
99.939;E:dim
101.518;F#:min
104.676;E:min
106.207;A:7
107.812;D:maj
110.991;F:maj6
114.138;C:maj/3
117.296;D:min7
120.454;C:maj/3
123.611;F:maj6
126.769;C:maj7/3
129.927;D:min6
133.097;E:min
136.255;F:maj7
138.623;F:maj6
139.413;E:min
142.571;G:maj/5
145.728;G:sus2
148.886;C:maj7
150.454;E:maj
152.033;A:min
155.202;E:min
156.781;A:min7
158.347;D:min7
159.939;G:7
161.547;F:maj7
163.11;C:maj/3
164.676;G:maj/5
166.255;C:maj/3
167.834;Bb:maj
170.133;Bb:maj7/7
170.596;G:7
174.15;C:maj7
175.729;E:maj
177.308;A:min
179.676;A:min7/b7
180.465;F:maj7
182.044;E:min7
182.834;A:min
183.608;D:min9
185.2;G:maj
186.781;F:maj7
188.367;C:maj/3
189.939;G:maj/5
191.518;C:maj/3
193.097;D:min
193.898;E:min
194.688;F:maj6
195.466;G:sus4
195.869;C:maj
198.623;A:7
199.413;D:maj
200.992;E:min7
202.571;D:maj/3
204.15;A:min7
204.914;D:7
205.729;G:maj
207.308;D:maj/3
208.887;E:min
210.473;A:7
212.045;D:maj7
213.624;E:min
214.808;D:maj/3
216.781;A:min7
217.571;D:maj
218.349;G:maj
219.928;D:maj/3
221.518;E:min7
222.714;E:dim
227.846;F#:min
228.624;F#:min/5
229.413;B:min
230.992;E:min
231.79;A:7
232.571;D:maj7
234.138;G:maj7
235.729;A:maj/3
237.32;E:min7
238.887;D:maj7
240.477;F#:min7
242.056;B:min
243.624;E:min
245.203;D:maj7
246.793;G:maj7
248.361;F#:min7
249.951;Bb:maj
253.098;Eb:maj9
256.255;D:maj
257.823;F#:7
259.402;B:min7
260.981;D:maj/5
262.56;G:maj7
264.15;F#:min
264.94;B:min7
265.718;E:min
267.314;A:7
268.887;F#:min
272.045;E:min
273.624;A:sus4(b7)
275.203;B:min7
276.782;D:maj/5
278.361;G:maj6
279.94;A:sus4
281.507;D:maj
284.677;G:sus4(b7)/b7
287.8;C:maj/3
290.931;G:sus4/5
294.116;C:maj/3
297.282;G:sus4(b7)/b7
300.443;C:maj/3
303.601;G:sus4/5
306.759;C:maj/3
309.91;G:sus4(b7)/b7
313.075;C:maj/3
314.971;N
