t;chord
0.0;N
0.058;N
3.251;C:maj7
13.026;B:dim
14.64;E:7
16.266;A:min
19.482;G:min7
21.173;C:7
22.756;D:min7
25.995;G:7
29.211;C:maj7
35.666;C:maj7
38.975;B:dim
40.6;E:7
42.214;A:min
45.453;G:min7
47.078;C:7
48.669;D:min7
51.943;G:7
55.124;C:maj7
61.672;B:dim
63.298;E:7
64.911;A:min
68.162;B:dim
69.776;E:7
71.401;A:min
73.828;C:7
74.652;D:min7
77.891;E:min7
81.131;F:maj7
84.37;G:min7
87.62;F:maj7
89.246;E:7
90.86;A:min
92.473;C:7
93.855;F:maj7
95.724;E:7
97.35;A:min
98.731;C:7
100.589;F:maj7
102.214;E:7
103.793;A:min
107.079;D:min7
110.318;G:7
113.546;C:maj7
119.815;C:maj7
123.298;B:dim
124.933;E:7
126.537;A:min
129.776;G:min7
131.402;C:7
132.981;D:min7
136.266;G:7
139.459;C:maj7
149.246;B:dim
150.86;E:7
152.485;A:min
155.725;G:min7
157.35;C:7
158.941;D:maj7
162.215;G:7
165.419;C:maj7
171.944;B:dim
173.569;E:7
175.183;A:min
178.434;B:dim
180.059;E:7
181.673;A:min
184.099;C:7
184.912;D:min7
188.163;E:min7
191.402;F:maj7
194.641;G:maj9
197.892;F:maj7
199.517;E:7
201.131;A:min
202.548;C:7
204.382;F:maj7
205.996;E:7
207.621;A:min
209.247;C:7
210.86;F:maj7
212.486;E:7
214.1;A:min
217.35;D:min7
220.59;G:7
223.794;C:maj7
238.55;N
