t;chord
0.0;N
0.174;F:min(*b3,*5)
0.615;Eb:maj(*3,*5)
1.509;Ab:maj(*3,*5)
3.727;F:min
6.397;Eb:maj(*3,*5)
6.838;E:min(*b3,*5)
7.279;F:min
9.509;Eb:maj(*3,*5)
10.853;Db:maj
12.392;C:maj
14.396;F:min
17.961;Db:maj
19.559;C:maj
21.513;F:min
22.171;Eb:maj(*3,*5)
22.848;Ab:maj(*3,*5)
23.29;F:min
25.066;Eb:maj
26.854;D:dim
28.63;Db:maj6
29.513;Eb:maj
30.395;F:min
32.171;Eb:maj
33.948;D:dim
35.724;Db:maj
36.618;Eb:maj
37.5;Db:maj
39.277;Eb:maj
41.064;Db:maj
42.841;Eb:maj
44.629;Bb:min
45.511;C:min
46.405;Db:maj
48.181;C:maj
51.734;Db:maj
53.29;C:maj
55.298;F:min(7)
58.398;E:maj
58.851;Db:maj
60.175;C:maj
62.427;F:min
65.503;G:min
65.956;Db:maj
67.291;C:maj
69.518;F:min
72.62;G:min
73.073;Db:maj
74.629;C:maj
76.626;F:min
79.858;Eb:maj(*5)
80.147;F:min
86.39;Eb:maj(*3,*5)
86.831;E:maj(*3,*5)
87.272;F:min
89.698;Eb:maj(*3,*5)
90.395;F:min7/b3
92.613;Eb:maj
94.389;D:dim
96.165;Db:maj6
97.059;Eb:maj
97.953;F:min
99.73;Eb:maj
101.518;D:dim
103.282;Db:maj
104.165;Eb:maj
105.07;Db:maj7
106.835;Eb:maj
108.623;Db:maj7
110.388;Eb:maj
112.176;Bb:min
113.058;C:min
113.952;Db:maj
115.728;C:maj
119.293;Db:maj
120.816;C:maj
122.845;F:min
125.945;G:min
126.398;Db:maj
127.721;C:maj
129.943;F:min
133.062;G:min
133.515;Db:maj
135.02;C:maj
137.012;F:min
140.179;G:min
140.62;Db:maj
141.944;C:maj
144.173;F:min
147.38;Eb:maj(*3,*5)
147.706;F:min
151.731;N
153.066;F:min
160.16;Ab:min
167.739;B:maj(*1,*5)/3
168.171;B:maj(*1,*3)/5
168.623;B:maj(*3,*5)
169.053;C:maj(*3,*5)
170.852;Db:maj
172.431;C:maj
174.405;F:min
177.958;Db:maj
179.513;C:maj
183.275;Db:maj
184.866;C:maj
186.828;F:min
189.951;G:min
190.392;Db:maj
191.948;C:maj
193.945;F:min
197.068;G:min
197.509;Db:maj
199.076;C:maj
201.062;F:min
204.614;Db:maj
206.205;C:maj
208.155;F:min
211.383;Eb:maj(*5)
211.731;F:min
215.946;Eb:maj(*3,*5)
216.619;Ab:maj(*3,*5)
217.281;Gb:maj(*3,*5)
217.942;B:maj(*3,*5)
218.616;F:min
223.968;N
