t;chord
0.0;N
0.048;G:maj
0.987;F:maj
2.645;C:maj
4.191;A:min7
5.739;G:maj
7.216;F:maj
8.722;C:maj
10.234;A:min7
11.71;G:maj
13.147;F:maj
14.65;C:maj
17.754;F:maj
20.746;A:min
23.738;G:maj
24.752;C:maj
26.69;C:maj
29.739;F:maj
32.682;A:min
35.762;G:maj
36.815;C:maj
38.713;F:maj
41.73;C:maj
44.715;F:maj
47.71;A:min
49.178;G:maj
50.666;C:maj
52.245;A:min7
53.683;G:maj
55.194;F:maj
56.668;C:maj
58.282;A:min7
59.731;G:maj
61.228;F:maj
62.714;C:maj
65.746;F:maj
68.699;A:min
71.691;G:maj
72.864;C:maj
74.726;C:maj
77.681;F:maj
80.669;A:min
83.71;G:maj
84.822;C:maj
86.69;F:maj
89.722;C:maj
92.659;F:maj
95.706;A:min
97.194;G:maj
98.673;C:maj
100.217;F:maj
101.727;G:maj
104.707;A:min7
106.202;F:maj
107.77;G:maj
110.678;D:min7
111.827;C:maj/3
113.683;F:maj
114.841;G:sus4(b7)
116.588;C:maj
118.187;A:min7
119.754;G:maj
121.187;F:maj
122.77;C:maj
124.195;A:min7
125.69;G:maj
127.186;F:maj
128.714;C:maj
131.691;F:maj
134.722;A:min
137.739;G:maj
138.797;C:maj
143.699;F:maj
146.651;A:min7
148.171;C:maj
149.682;G:maj
150.767;C:maj
152.698;F:maj
155.676;C:maj
158.698;F:maj
161.674;A:min
163.162;G:maj
164.738;C:maj
166.19;F:maj
167.722;G:maj
170.668;A:min7
172.17;F:maj
173.707;G:maj
176.724;D:min7
177.83;C:maj/3
179.654;F:maj
180.779;G:sus4(b7)
182.668;C:maj
184.19;A:min7
185.68;G:maj
187.188;F:maj
188.721;C:maj
190.181;A:min7
191.688;G:maj
193.225;F:maj
194.697;C:maj
196.178;A:min
197.665;G:maj
199.193;F:maj
200.697;C:maj
202.243;A:min
203.689;G:maj
205.137;F:maj
206.692;F:maj
209.706;C:sus2
212.68;F:maj
215.681;A:min7
217.186;G:maj
218.713;F:maj/3
219.858;G:maj7/3
220.891;C:maj/3
221.718;F:sus2
224.723;D:min7
227.77;G:sus2
229.288;G:maj
230.69;C:maj
232.144;F:maj
233.706;G:maj
236.629;A:min7
238.145;F:maj
239.666;G:maj
242.68;C:maj
244.101;F:maj
245.616;G:maj
248.689;A:min7
250.205;F:maj
251.673;G:maj
254.75;D:min7
255.814;C:maj/3
257.633;F:maj
258.856;G:sus4(b7)
260.625;C:maj
262.184;A:min7
263.648;G:maj
265.249;F:maj
266.684;C:maj
268.154;A:min7
269.61;G:maj
271.202;F:maj
272.674;C:maj
274.073;A:min7
275.674;G:maj
277.163;F:maj
278.674;C:maj
280.198;A:min7
281.738;G:maj
283.127;F:maj
285.051;C:maj
291.954;N
