t;chord
0.0;N
0.139;C#:min
2.937;C#:min
4.389;A:maj
5.724;G#:min
7.152;A:maj
8.406;C#:min
9.845;A:maj/3
11.25;C#:dim
12.806;A:maj
14.083;C#:min
15.476;A:maj/3
16.915;C#:dim
18.483;A:maj
19.702;C#:min
21.142;A:maj/3
22.721;A#:dim
24.114;A:maj
25.53;C#:min
26.947;A:maj
28.352;A#:dim
29.756;A:maj
30.975;C#:min
32.578;A:maj
34.006;A#:dim
35.422;A:maj
36.722;C#:min
38.185;A:maj
39.648;A#:dim
40.856;A:maj
42.109;C#:min
43.706;A:maj
46.335;C#:min
49.168;A:maj
51.989;D:maj
54.799;C#:min
57.62;D:maj
60.801;C#:min
62.229;A:maj7
63.641;C#:min/5
65.061;A:maj7
66.444;C#:min
67.872;A:maj
69.288;A#:dim
70.345;A:maj
72.098;C#:min
73.503;A:maj
74.919;A#:dim
76.324;A:maj
77.543;C#:min
78.963;A:maj
80.55;A#:dim
81.99;A:maj
83.281;C#:min
84.825;A:maj
85.856;A#:dim
87.261;A:maj
88.665;C#:min
90.093;A:maj
92.915;C#:min
95.724;A:maj
98.569;D:maj
101.367;C#:min
104.188;D:maj
107.416;C#:min
108.785;A:maj7
110.269;C#:min/5
111.608;A:maj7
113.0;E:min7
115.136;D:maj/3
115.833;G:maj7
118.642;E:min7
120.755;G:maj7
124.308;D:min7
127.094;A:maj7
129.927;D:min7
132.748;A:maj7
135.581;C#:min
136.986;A:maj
138.488;C#:min/5
139.773;A:maj
141.038;C#:min
142.546;A:maj/3
143.962;C#:dim
145.498;A:maj
147.052;C#:maj
147.946;A:maj
149.513;A#:dim
150.779;A:maj
152.522;C#:min
153.897;A:maj
155.005;A#:dim
156.398;A:maj
157.791;C#:min
159.208;A:maj
162.052;C#:min
164.873;A:maj
167.683;D:maj
170.516;C#:min
173.337;D:maj
176.506;C#:min
177.946;A:maj7
179.444;E:maj6
180.93;G:maj
182.509;D:min
184.123;C#:min
186.096;A:maj(9)
186.944;C#:min
188.012;N
