t;chord
0.0;N
0.035;N
0.58;C:maj
2.67;C:7
4.783;A:min
6.629;F:min
8.998;C:maj/5
10.043;D:maj/3
11.099;F:maj
12.156;G:maj/5
12.957;C:maj
18.483;G:maj/3
19.516;A:min
21.107;G:maj
21.629;F:maj
22.674;C:maj/3
23.729;D:min7
24.801;G:maj
25.832;C:maj
26.889;G:maj/3
27.957;A:min
29.524;G:maj
30.058;F:maj
31.103;C:maj/3
32.164;D:min7
32.67;G:maj/5
33.205;C:maj
34.795;G:maj
36.362;F:maj
38.464;B:dim
39.562;E:7
40.565;G:maj
43.735;C:maj
45.836;G:maj
46.626;A:min
47.949;F:maj
50.039;G:maj
52.152;C:maj
54.265;G:maj
55.043;A:min
56.378;D:min7
57.934;N
58.468;C:maj
60.449;C:7
61.626;N
62.671;A:min
64.517;F:min
66.885;C:maj/5
67.942;D:maj/3
68.998;F:maj
70.043;G:maj/5
71.1;C:maj
76.359;G:maj/3
77.415;A:min
78.994;G:maj
79.517;F:maj
80.562;C:maj/3
81.66;D:min7
82.651;G:maj
83.197;G:maj/3
83.731;C:maj7
84.776;G:maj/3
85.833;A:min
87.423;G:maj
87.946;F:maj
88.99;C:maj/3
90.041;D:min7
90.561;G:maj
91.092;C:maj
92.694;G:maj
94.261;F:maj
96.363;B:dim
97.422;E:7
98.464;G:maj
101.622;C:maj
103.735;G:maj
104.525;A:min
105.825;F:maj
107.938;G:maj
110.051;C:maj
112.152;G:maj
112.953;A:min
114.277;D:min
116.599;G:maj
118.329;C:maj
120.558;Bb:maj
122.683;F:min
124.796;G:maj
126.769;C:maj
128.987;Bb:maj
130.566;F:maj/3
133.201;Ab:maj
134.122;G:maj
135.353;C:maj
137.95;D:min
138.461;F:maj7
138.995;G:maj
140.574;C:maj
142.675;G:maj/3
143.464;A:min
144.776;F:maj
146.878;G:maj
148.991;C:maj
151.104;G:maj
151.893;A:min
153.217;G:maj
153.484;D:min
155.04;C:maj/5
155.829;G:maj
157.408;C:maj
159.521;G:maj
160.566;A:min
161.622;F:maj
163.724;G:maj
165.837;C:maj
167.95;G:maj
168.728;A:min
170.063;D:min
172.153;C:maj
174.125;C:7
176.356;A:min
178.19;F:min
180.57;C:maj/5
181.615;D:maj/3
182.671;F:maj
183.728;D:min7
184.784;C:maj
190.299;N
