t;chord
0.0;N
0.093;N
0.849;Ab:maj
2.699;Bb:maj
4.365;G:min7
6.155;C:min
8.052;Ab:maj7
9.857;Bb:sus4
11.668;G:min7
13.566;C:sus2(b7)
15.43;F:min7
17.252;Bb:sus4
19.313;Eb:7
22.041;Gb:maj
23.037;Eb:maj
25.798;Gb:maj
26.764;Eb:maj
29.453;Gb:maj
30.351;Eb:maj
33.143;Gb:maj
34.041;Eb:maj
36.894;Gb:maj
39.387;Ab:7
41.465;Eb:7
44.202;Gb:maj
45.19;Eb:maj
47.91;Gb:maj
48.833;Eb:maj
52.257;Gb:7
54.172;Ab:7
56.227;Eb:7
59.942;Ab:maj
61.777;Gb:maj
63.634;Eb:7
67.326;Ab:maj
69.172;Gb:maj
70.769;Bb:sus4(b7)
74.71;Ab:maj
76.336;Bb:maj
78.396;G:min
80.237;C:min7
81.868;Ab:maj7
83.696;Bb:sus4
85.513;G:min7
87.435;C:7(9)
89.252;F:min7
91.086;Bb:sus4
93.176;Eb:7
95.914;Gb:maj
96.846;Eb:maj
99.637;Gb:maj
100.554;Eb:maj
103.327;Gb:maj
104.212;Eb:maj
106.993;Gb:maj
107.902;Eb:maj
110.68;Gb:maj
113.226;Ab:maj
115.31;Eb:7
119.025;Ab:maj
120.86;Gb:maj
122.717;Eb:7
126.409;Ab:maj
128.244;Gb:maj
129.858;Bb:sus4
133.619;Ab:maj7
135.419;Bb:maj
137.276;G:min
139.117;C:sus4(b7)
140.928;Ab:maj
142.78;Bb:maj
144.596;G:min
146.487;C:7
148.323;F:min7
150.163;Bb:sus4
152.224;Eb:7
155.016;Gb:maj
155.918;Eb:maj
158.694;Gb:maj
159.641;Eb:maj
162.4;Gb:maj
163.329;Eb:maj
166.073;Gb:maj
167.021;Ab:maj
168.856;Gb:maj
170.713;Eb:7
174.405;Ab:maj
176.251;Gb:maj
177.958;Bb:sus4(b7)
181.661;Ab:maj
183.426;Bb:maj
185.284;G:min
187.171;C:min
188.929;Ab:maj7
190.793;Bb:sus4(b7)
192.61;G:min7
194.456;C:min
196.313;F:min7
198.147;Bb:sus4(7)
200.249;G:min
202.095;Bb:sus4
203.709;Ab:maj
205.551;Bb:sus4
207.615;Eb:7
210.339;Gb:maj
211.307;Eb:maj
214.072;Gb:maj
215.043;Eb:maj
217.761;Gb:maj
218.661;Eb:maj
221.504;Gb:maj
222.424;Eb:maj
237.029;N
