t;chord
0.0;N
0.093;G:maj
1.347;D:maj/3
2.624;E:min7
3.913;D:maj
5.213;C:maj9
6.478;D:maj
7.755;G:maj
9.033;D:maj
10.31;G:maj
11.587;D:maj/3
12.864;E:min7
15.418;C:maj9
16.684;G:maj/3
17.949;A:min
20.526;D:maj
21.78;D#:dim
23.069;E:min
24.37;A:9
25.635;A:min7
26.89;D:7
28.177;G:maj
29.455;D:maj
30.755;G:maj
32.009;D:maj/3
33.274;E:min7
34.563;D:maj
35.828;C:maj9
37.129;D:maj
38.417;G:maj
39.671;D:maj
40.983;G:maj
42.237;D:maj/3
43.491;E:min7
46.057;C:maj
47.339;G:maj/3
48.588;A:min
51.177;D:maj
52.442;D#:dim
53.719;E:min
55.028;A:9
56.285;A:min7
57.551;D:7
58.828;G:maj
61.417;F:maj
62.629;C:maj
63.878;G:maj
66.502;F:maj
67.744;C:maj
69.021;G:maj
71.587;F:maj
72.864;C:maj
74.147;G:maj
76.719;F:maj
77.973;C:maj
79.238;D:maj
81.837;G:maj
83.11;D:maj/3
84.32;E:min7
86.906;C:maj
88.212;G:maj/3
89.478;A:min
92.021;D:maj
93.286;D#:dim
94.563;E:min
95.837;A:9
97.117;A:min7
98.384;D:7
99.672;G:maj
100.949;D:maj/5
102.237;G:maj
103.503;D:maj/3
104.768;E:min7
106.034;D:maj
107.323;C:maj
108.588;D:maj
109.877;G:maj
111.131;D:maj
112.431;G:maj
113.708;D:maj/3
114.985;E:min7
117.551;C:maj
118.828;G:maj/3
120.09;A:min
122.637;D:maj/5
123.894;D#:dim
125.167;E:min
126.459;A:maj
127.771;A:min7
129.037;D:maj/5
130.278;G:maj
132.888;F:maj
134.153;C:maj
135.407;G:maj
137.973;F:maj
139.238;C:maj
140.516;G:maj
143.07;F:maj
144.347;C:maj
145.624;G:maj
148.201;F:maj
149.444;C:maj
150.721;D:maj
153.31;G:maj
154.575;D:maj/3
155.876;E:min7
158.416;C:maj
159.591;G:maj/3
160.938;A:min
163.492;D:maj
164.78;D#:dim
166.034;E:min
167.323;A:9
168.612;A:min7
169.866;D:maj
171.131;E:min7
173.708;A:min7
174.963;D:maj
176.321;G:maj
178.817;E:min7
180.106;D:maj
181.383;C:maj
182.66;D:maj
183.948;G:maj
190.729;N
