t;chord
0.0;N
0.058;D:maj
1.665;G:maj
3.355;G:min
4.586;A:min7
6.641;D:maj
8.308;C:maj
9.938;G:maj/3
11.564;D:sus4/5
13.177;G:maj
16.509;G:min
19.818;D:maj
28.038;C:maj
29.663;G:maj/3
31.266;D:sus4/5
32.926;G:min
39.52;D:maj
46.08;B:min7
49.377;A:maj
52.651;G:maj
55.948;D:maj
59.234;E:min
62.52;B:min7
65.805;A:maj
72.388;D:maj
75.662;B:min7
78.959;G:min
82.257;A:7
85.531;D:maj
88.828;B:min7
92.102;G:min
93.762;A:7
95.396;D:maj
98.673;C:maj6
101.97;B:min7
105.268;G:min
106.498;D:maj/5
108.539;D:maj
110.202;C:maj
111.839;B:min7
113.464;D:sus4/5
115.113;G:maj
118.41;G:min
121.696;D:maj
129.916;C:maj
131.553;B:min7
133.201;D:maj/5
134.85;G:min
141.433;D:maj
147.992;B:min7
151.29;A:maj
154.575;G:maj
157.861;D:maj
161.146;E:min7
164.432;B:min7
167.729;A:maj
174.301;D:maj
177.586;B:min7
180.883;G:min
184.169;A:7
187.455;D:maj
190.74;B:min7
194.026;G:min
195.675;D:maj/5
197.306;D:maj
200.597;F:maj
203.894;Eb:maj
207.168;Db:maj
210.454;G:maj
217.037;E:min7
218.674;G:maj/3
220.323;A:min
223.62;Bb:maj
226.905;G:maj
230.179;Ab:maj/3
233.465;Eb:maj
236.762;C:min7
240.048;Ab:min
243.334;Bb:7
246.631;Eb:maj
249.905;C:min7
253.214;Ab:min
256.488;Bb:maj6
257.3;Bb:7
259.773;G:maj
261.422;G:7
263.07;C:min7
265.52;Eb:maj/3
266.356;Ab:min
268.005;Bb:7
268.829;Eb:maj/5
270.792;Eb:maj
272.974;Ab:min
275.377;Db:maj
277.281;Eb:maj
285.478;N
