t;chord
0.0;N
0.046;Ab:maj
2.45;G:min7
4.841;F:min7
7.245;Bb:min7
8.452;Eb:7
9.648;Ab:maj
12.04;G:min
14.443;Ab:maj
16.846;Eb:7/3
18.947;Ab:maj
21.641;G:min
24.044;Ab:maj
26.436;C:min7(*b3,*5)
27.04;N
28.839;Eb:maj
31.242;Ab:maj7
36.049;Bb:min7
36.653;C:min7
37.245;Eb:maj
38.441;Ab:maj7
40.542;C:min7
43.247;Ab:maj7
45.639;Bb:min7
46.243;C:min7
46.846;Eb:maj
48.042;Ab:maj7
50.143;Eb:maj/5
50.445;C:min7
52.547;F:min7
54.044;Eb:maj/3
55.252;C:min
56.436;N
57.644;Eb:maj
60.035;Ab:maj6
64.842;Bb:min7
65.445;C:min
66.049;Eb:7
67.233;Ab:maj6
69.637;C:min7
72.04;Ab:maj7
74.443;C:min7
76.951;Eb:maj7
78.634;Eb:sus4
79.203;Ab:maj9
84.045;Bb:min7
84.648;Bb:min7/b3
85.24;Eb:maj7
86.448;F:min7
87.644;C:min/5
88.851;Ab:maj6
90.047;Bb:sus4
91.243;C:maj(*3,*5)
92.148;N
93.634;Ab:maj7
96.038;C:sus4
97.849;Ab:maj7
100.844;Bb:min
102.028;Eb:7
103.236;Ab:maj7
105.651;G:min7
107.45;Eb:maj/5
108.042;F:min7
109.238;Ab:maj
110.446;C:min(*b3)
111.642;N
112.837;Ab:maj7
115.241;G:min7
117.644;Ab:maj
120.036;Bb:min7
121.243;Eb:maj7/5
122.45;Ab:maj
124.842;G:min7
127.234;F:min7
129.637;C:maj(*3,*5)
130.821;N
132.04;Eb:maj
134.444;Ab:maj7
139.25;Bb:min7
139.842;C:min
140.446;Eb:maj
141.642;Ab:maj7
143.743;C:min7
146.448;Ab:maj7
148.852;Bb:min7
149.444;C:min7
150.036;Eb:maj
151.243;Ab:maj7
153.925;C:min7
156.038;F:min7
158.743;C:min
159.637;N
160.845;Eb:maj
163.236;Ab:maj7
168.043;Bb:min7
169.239;Eb:maj
170.434;Ab:maj7
172.849;C:min7
175.241;Ab:maj7
177.644;C:min7
180.117;Eb:maj
182.439;Ab:maj9
187.234;Bb:min7
187.838;C:min7
188.442;Eb:maj
189.649;F:min
190.833;Eb:maj/3
192.041;Ab:maj6
193.248;Bb:sus4
194.444;C:maj(*3,*5)
195.918;N
196.847;Ab:maj7
199.239;G:min7
201.712;Ab:maj7
204.045;Bb:min
205.241;Eb:maj
206.437;Ab:maj7
208.84;G:min7
211.244;Ab:maj
213.635;C:min(*b3,*5)
214.239;N
216.05;C:min7(*b3,*5)
218.314;N
