t;chord
0.0;N
0.197;D:maj
2.136;C:maj/2
4.052;D:maj
5.968;C:maj/2
7.895;D:maj
9.81;C:maj/2
11.726;D:maj
13.653;C:maj/2
15.569;E:min7
19.38;A:maj
23.243;D:maj
25.17;A:maj/3
27.086;B:min
29.013;D:maj/5
30.929;G:maj
32.845;D:maj/3
34.76;E:min7
36.688;A:7
38.603;D:maj
40.53;A:maj/3
42.446;B:min
44.362;D:maj/5
46.289;G:maj
48.205;D:maj/3
50.132;E:min7
52.048;A:maj
53.975;F#:min7
55.879;B:min
57.806;F#:min7
59.733;B:min
61.637;E:min7
65.469;D:maj/5
67.396;A:maj
69.335;D:maj
71.25;F#:min7
73.178;G:maj
75.093;A:7
76.996;D:maj
78.925;F#:min7
80.84;G:maj
82.768;A:maj
84.683;D:maj
86.61;F#:min7
88.526;G:maj
90.453;A:7
92.369;D:maj
94.285;F#:min7
96.212;G:maj
98.128;A:7
100.043;E:min7
101.97;A:maj
103.624;D:maj
109.645;A:maj/3
111.56;B:min
113.488;D:maj/5
115.403;G:maj
117.33;D:maj/3
119.246;E:min7
121.162;A:7
123.089;F#:min7
125.005;B:min
126.932;F#:min7
128.848;B:min
130.514;E:min7
134.606;D:maj/5
136.261;A:maj
138.449;D:maj
140.365;F#:min7
142.292;G:maj
144.208;A:7
146.123;D:maj
148.05;F#:min7
149.966;G:maj
151.882;A:7
153.809;D:maj
155.725;F#:min7
157.652;G:maj
159.568;A:7
161.483;D:maj
163.399;F#:min7
165.326;G:maj
167.242;A:7
169.169;D:maj
171.085;F#:min7
173.012;G:maj
174.928;A:7
176.843;D:maj
178.77;F#:min7
180.686;G:maj
182.602;A:7
184.529;D:maj
186.445;F#:min7
188.372;G:maj
190.288;A:7
192.203;D:maj
194.13;F#:min7
196.046;G:maj
197.962;A:7
199.889;E:min7
201.805;A:maj
203.429;B:min
204.684;D:maj/5
205.648;E:maj/3
207.575;E:min7
209.49;A:maj
211.167;D:maj
213.325;G:maj
214.041;E:maj/3
214.971;D:maj
219.254;N
