t;chord
0.0;N
0.046;G:maj6
2.196;B:min7/5
4.4;G:maj6
6.637;A:maj6
8.94;B:min7
11.069;F#:min7
13.328;E:min7
15.557;G:maj/2
16.649;A:maj
17.763;D:maj
25.51;D:maj7/7
26.622;B:min7
29.812;D:maj/5
31.08;G:maj
32.485;D:maj/3
33.321;G:maj6
33.855;E:min/b3
34.691;D:maj/5
35.494;C:maj7
37.756;A:7
39.984;D:maj
43.294;D:maj7/7
44.397;B:min
47.763;D:maj/5
48.878;G:maj
50.294;D:maj/3
51.119;E:min7
52.524;D:maj/5
53.282;C:maj7
55.531;F:maj7/3
56.384;E:hdim7/b5
57.756;G:min7
58.851;C:maj
60.012;F:maj
64.448;Bb:maj
68.905;C:maj
70.008;C:7/b7
71.123;A:min7
72.226;D:7
73.329;G:min7
75.523;C:sus4
76.678;C:maj
77.775;F:maj
79.993;F:maj/3
82.21;Bb:maj7
86.645;C:maj
88.05;C:7/b7
88.886;A:min7
90.001;D:7
91.11;G:min7
93.306;C:sus4(b7)
95.551;Db:maj7/5
97.78;Ab:maj6
100.02;Db:maj7/5
102.226;Ab:maj7
104.409;G:min7
105.558;C:7/b7
106.684;A:min7
107.764;D:7
108.878;G:min7
111.086;G:maj/5
111.909;A:maj
113.36;D:maj
116.629;D:maj7/7
117.725;B:min
121.092;D:maj/5
122.171;G:maj
123.635;D:maj/3
124.506;E:min
125.852;D:maj/5
126.604;C:maj7
128.882;F:maj7/3
131.1;G:min7
132.203;C:maj
133.329;F:maj
135.558;F:maj/3
137.764;Bb:maj
140.005;Bb:maj7
142.222;C:maj
143.302;C:7/b7
144.417;A:min7
145.531;D:maj/5
146.646;G:min
148.886;C:sus4(b7)/5
151.104;F:maj
153.333;F:maj/3
155.55;Bb:maj
159.985;C:maj
161.112;C:7/b7
162.226;A:min7
163.341;D:7
164.467;G:min7
166.739;C:sus4(b7)
168.882;Bb:sus2
171.108;D:min7/5
173.371;Bb:maj7
175.494;C:maj
177.749;D:min7
179.989;A:min7
182.219;G:min7
184.436;C:sus4(b7)
186.688;F:maj
198.229;N
