t;chord
0.0;N
3.924;G:maj
4.354;A:min
6.583;F:maj/3
8.777;G:maj/2
11.024;F:maj/3
12.813;G:maj
13.262;A:min
15.441;F:maj/3
17.678;G:maj/2
19.951;F:maj
23.928;G:maj
24.335;A:min
26.56;F:maj/3
28.77;G:maj/2
31.007;F:maj/3
32.823;G:maj
33.241;A:min
35.434;F:maj/3
37.669;G:maj/2
39.869;F:maj
41.691;G:maj
42.098;A:min
44.327;F:maj/3
46.544;G:maj/2
48.762;F:maj/3
50.612;G:maj
50.984;A:min
53.192;F:maj/3
55.403;G:maj/2
57.609;F:maj
60.012;F:min7
62.09;G:min7
64.319;C:maj
68.78;F:min7
70.981;G:min7
73.182;Ab:maj7
75.416;G:min7
76.684;G:7
77.584;A:min
79.83;G:maj/2
82.364;A:min
84.31;F:maj6
85.414;G:maj
86.4;A:min
88.725;G:maj/2
90.971;A:min
93.185;F:maj6
94.296;G:maj
95.38;A:min
97.626;F:maj/3
99.853;G:maj/2
102.067;F:maj/3
103.874;G:maj
104.294;A:min
106.514;F:maj/3
108.741;G:maj/2
110.949;F:maj
112.768;G:maj
113.176;A:min
115.396;F:maj/3
117.623;G:maj/2
119.837;F:maj/3
121.633;G:maj
122.057;A:min
124.278;F:maj/3
126.518;G:maj/2
128.718;F:maj
130.984;F:min7
133.159;G:min7
135.393;C:maj
136.522;G:maj/5
137.729;F:min
138.844;C:maj/3
139.82;F:min7
142.054;G:min7
144.289;Ab:maj7
146.482;G:min7
147.632;G:7
148.702;A:min
151.197;G:maj/2
153.149;A:min
155.353;F:maj6
156.467;G:min
157.64;A:min
159.811;G:maj/2
162.031;A:min
164.245;F:maj6
165.336;G:maj
166.478;A:maj
168.705;G:maj6
170.926;F:maj
173.146;G:maj
175.367;A:maj
177.574;G:maj
179.807;F:maj6
182.015;G:maj
184.235;A:min
186.475;F:maj/3
188.696;G:maj/2
190.909;F:maj/3
192.62;G:maj
193.271;A:min
195.357;F:maj/3
197.616;G:maj/2
199.798;F:maj
202.005;F:min7
204.238;G:min7
206.446;C:maj
210.873;F:min7
213.14;G:min7
215.34;Ab:maj7
217.567;G:min7
218.813;G:7
219.939;A:min
226.286;F:maj
227.527;G:maj
228.798;A:min
230.89;G:maj/2
233.097;A:min
235.318;F:maj6
236.441;G:maj
237.544;A:min
239.771;G:maj/2
241.972;A:min
244.199;F:maj6
245.329;G:maj
246.42;A:min
248.647;G:maj/2
250.867;A:min
253.1;F:maj
254.191;G:maj
255.308;A:min
257.535;G:maj/2
259.889;A:min
261.976;F:maj
263.092;G:maj
264.202;A:min
266.423;G:maj/2
268.637;A:min
270.851;F:maj
271.975;G:maj
272.96;A:min
275.311;G:maj/2
277.525;A:min
279.603;N
