t;chord
0.0;N
0.662;C:maj
2.577;G:maj/3
4.47;A:min
6.385;E:min/b3
8.278;F:maj
10.182;E:min7
11.134;A:min7
12.086;D:min7
13.731;F:maj/2
14.482;G:maj
15.176;F:maj/2
15.878;G:maj
17.81;C:maj
19.714;G:maj/3
21.618;A:min
23.522;E:min/b3
25.426;F:maj
27.33;E:min7
28.073;A:min7
29.234;D:sus4
29.99;D:maj
31.138;F:maj/2
31.845;G:maj6
32.555;B:dim
33.03;C:maj
34.946;G:maj/3
36.85;A:min
38.743;E:min/b3
40.647;F:maj
42.562;E:min7
43.282;A:min7
44.466;D:min7
45.176;G:7
46.37;C:maj7
47.118;D:min7
47.798;E:min7
48.286;F:maj7
52.082;C:maj
53.984;C:maj7
54.694;D:min7
55.414;E:min7
55.89;F:maj7
57.794;E:min7
59.71;D:min7
61.339;F:maj/2
62.041;G:maj
62.776;F:maj/2
63.486;G:maj
65.42;C:maj
67.315;G:maj/3
69.219;A:min
70.647;G#:min7
71.123;G:min7
71.804;C:7
73.027;F:maj
74.931;C:maj/3
75.883;A:min7
76.835;Bb:maj
78.75;G:maj
80.643;C:maj
82.559;G:maj/3
84.463;A:min
85.403;G:maj6
86.355;F:maj7
88.259;E:min
88.98;A:min
90.175;D:min7
91.127;G:7
91.837;C:maj9
92.547;C:maj
93.249;C:maj9
93.959;C:maj
94.091;G:maj
95.843;C:maj
97.791;G:maj/3
99.695;A:min
101.599;E:min/b3
103.503;F:maj
105.407;E:min7
106.359;A:min7
107.311;D:min7
108.947;F:maj/2
109.69;G:maj
110.384;F:maj/2
111.078;G:maj
112.071;N
113.023;C:maj
114.927;G:maj/3
116.831;A:min
118.724;E:min/b3
120.639;F:maj
122.543;E:min7
123.233;A:min7
124.447;D:sus4
125.148;D:7
126.351;F:maj/2
127.069;G:maj6
127.788;B:dim
128.255;C:maj
130.159;G:maj/3
132.075;A:min
133.968;E:min/b3
135.872;F:maj
137.776;E:min7
138.465;A:min7
139.68;D:min7
140.376;G:7
141.595;C:maj7
142.286;D:min7
143.023;E:min7
143.499;F:maj7
147.307;C:maj
149.192;C:maj7
149.886;D:min7
150.651;E:min7
151.127;F:maj7
153.02;E:min7
154.924;D:min7
156.58;F:maj/2
157.29;G:maj
158.0;F:maj/2
158.718;G:maj
160.645;C:maj
162.54;G:maj/3
164.444;A:min
165.872;G#:min7
166.348;G:min7
167.3;C:7
168.252;F:maj
170.156;C:maj/3
170.996;A:min7
172.06;Bb:maj
173.964;G:maj
175.88;C:maj
177.772;G:maj/3
179.676;A:min
180.629;G:maj6
181.58;F:maj7
183.484;E:min7
184.436;A:min7
185.388;D:min7
186.34;G:sus4(b7)
187.037;C:maj9
187.747;C:maj
188.482;F:maj/2
189.208;G:maj
191.1;C:maj
193.004;G:maj/3
194.908;A:min
196.336;G#:min7
196.812;G:min7
197.764;C:7
198.728;F:maj
200.62;C:maj/3
201.559;A:min7
202.536;Bb:maj
204.44;G:maj
206.344;C:maj
208.248;G:maj/3
210.141;A:min
211.069;G:maj6
212.056;F:maj7
213.96;E:min7
214.912;A:min7
215.864;D:min7
216.816;G:sus4(b7)
217.755;C:maj
219.672;G:maj/3
221.576;A:min
223.48;E:min
225.384;F:maj
227.289;E:min7
228.241;A:min7
229.193;D:min7
231.097;G:7
233.001;C:maj
234.905;G:maj/3
236.809;A:min
238.713;E:min/b3
240.617;F:maj
242.045;N
