t;chord
0.0;N
0.098;C:maj7
3.724;Eb:maj
7.779;C:maj7
11.622;Eb:maj
15.464;C:maj/5
19.296;C:maj
21.222;Bb:maj/2
23.137;F:maj/5
25.051;F:min(9)
26.019;G:7
26.982;C:maj
28.9;Bb:maj/2
30.824;F:maj
32.74;E:min7
33.692;Eb:maj6
34.656;D:min7
36.583;F:min
38.499;E:min
40.426;A:aug
42.35;F:maj
43.18;C:maj/3
44.253;Eb:maj7
44.961;C:maj/3
46.171;D:min7
46.898;E:min
47.376;F:maj
47.859;F#:maj
48.098;G:maj
50.027;C:maj
50.979;A:min
51.937;Bb:maj/2
53.859;F:maj
55.774;F:min7
56.738;G:maj
57.712;C:maj
59.617;Bb:maj/2
61.544;F:maj
63.46;F:min7
64.424;G:maj
65.364;C:maj
66.343;A:min
67.314;Bb:maj/2
69.219;F:maj
71.134;F:min7
72.114;G:maj
73.058;C:maj
74.014;A:min
74.98;Bb:maj/2
75.939;C:7
76.904;F:maj7
78.832;F:min
79.784;G:maj
80.747;C:7
84.59;C:maj
90.35;Bb:maj/2
92.26;F:maj/5
94.169;F:min9
95.144;G:maj
96.117;C:maj
98.023;Bb:maj/2
99.939;F:maj7
101.854;E:min7
102.818;Eb:maj6
103.782;D:min7
105.709;F:min
107.624;E:min
109.54;A:7
111.456;F:maj
112.187;C:maj/3
113.371;Eb:maj7
114.068;C:maj/3
115.31;D:min7
116.013;E:min
116.495;F:maj
116.973;F#:maj
117.226;G:maj
118.178;N
119.142;C:maj
120.138;A:min
121.09;Bb:maj/2
122.984;F:maj
124.912;F:min
125.864;G:maj
126.836;C:maj
128.743;Bb:maj/2
130.659;F:maj
132.586;F:min
133.538;G:maj
134.492;C:maj
135.454;A:min
136.406;Bb:maj/2
138.364;F:maj
140.26;F:min
141.212;G:maj
142.187;C:maj
143.139;A:min7
144.103;Bb:maj/2
146.019;F:maj7
147.946;F:min
148.898;G:maj
149.865;Ab:maj
157.559;Cb:maj7
161.379;Ab:maj7
165.222;Cb:maj7
169.064;C:maj/5
172.907;C:maj
174.817;Bb:maj/2
176.75;F:maj7
178.666;F:min
179.63;G:maj
180.582;C:maj
182.497;Bb:maj/2
184.424;F:maj7
186.34;F:min7
187.304;G:maj
188.256;C:maj
190.172;Bb:maj/2
192.099;F:maj
194.038;F:min7
194.978;G:7
195.942;C:maj
197.869;Bb:maj/2
199.784;F:maj7
201.712;F:min
202.664;G:7
203.616;C:maj
204.591;A:min7
205.543;Bb:maj/2
207.477;F:maj
209.363;F:min7
210.35;G:maj
211.29;C:maj
212.261;A:min7
213.217;Bb:maj/2
215.144;F:maj
217.072;F:min7
218.024;G:maj
218.99;C:maj
219.939;A:min
220.891;Bb:maj/2
222.824;F:maj
224.727;F:min7
225.717;G:maj
226.673;C:maj
227.635;A:min
228.571;Bb:maj/2
230.504;F:maj
232.432;F:min7
233.381;G:maj
234.318;C:7
241.992;C:maj
243.577;N
