t;chord
0.0;N
1.08;E:7
16.649;F:maj
17.043;E:7
24.033;E:7(#9)
25.031;E:7
41.006;C#:min7
43.059;F#:7
45.047;C#:min7
46.997;F#:7
49.052;B:7
53.034;E:7
57.051;A:7
61.045;E:7
65.051;A:7
69.056;E:7
81.014;A:7
85.031;E:7
89.078;A:7
93.192;C#:min7
95.051;F#:7
97.008;C#:min7
99.064;F#:7
101.053;B:7
105.045;E:7
109.053;A:7
113.058;E:7
117.052;A:7
121.057;E:7
135.558;G:maj6
138.553;E:7
140.55;C#:min7
142.501;F#:7
144.567;C#:min7
146.518;F#:7
148.55;B:7
150.558;N
154.552;E:7
158.557;A:7
162.563;E:7
166.545;A:7
170.551;E:7
174.556;A:7
178.561;E:7
182.555;A:7
186.549;E:7
202.989;N
