t;chord
0.0;N
0.046;F:sus2
1.49;C:maj/3
2.947;D:min7
4.416;G:maj
5.869;C:maj
7.314;F:maj
8.678;C:maj
10.098;F:maj/3
11.478;C:maj
12.906;F:maj7/3
14.343;C:maj
17.543;C:maj
20.547;C:min7
22.082;G:min7/b7
23.657;Bb:maj7
25.2;G:min9
26.727;C:min7
28.282;G:min7/b7
29.045;B:maj/5
29.837;Eb:maj7
31.29;D:min7
32.71;C:min7
34.171;Bb:maj
35.551;Eb:maj
36.963;D:7
38.376;G:min
39.078;Bb:maj/5
39.837;C:maj/3
42.824;Bb:maj
44.327;Bb:aug
45.747;G:min/b3
47.282;Bb:7
48.743;Eb:maj7
50.22;Bb:sus2
51.714;C:min7
53.174;Ab:maj
54.571;G:sus4
55.984;G:maj
57.412;G:sus2
58.8;G:sus2
59.582;G:maj
60.31;C:maj
63.233;E:7/5
66.114;A:min
69.029;G:min7
70.482;C:7
72.008;F:maj7
73.469;G:7
74.873;E:min7
76.31;A:min7
77.771;D:min7
79.216;G:maj
80.718;C:maj
83.706;Ab:maj/5
85.135;Bb:maj
86.49;Eb:maj7
87.886;C:min7
89.265;Ab:maj7
90.718;D:hdim7
92.073;G:maj
95.045;C:maj7
98.008;C:min7
99.567;F:maj9
101.216;Bb:maj9
102.767;G:min9
104.351;C:min7
105.86;G:min7/b7
107.453;Eb:maj7
108.931;D:min7
110.335;C:min7
111.747;Bb:maj7
113.176;Eb:maj7
114.555;D:7
115.967;G:min
116.645;G:min7/b7
117.38;C:maj/3
120.367;Bb:maj
121.788;Bb:aug
123.298;G:min/b3
124.784;Bb:7
126.278;Eb:maj7
127.788;Bb:maj
129.151;C:min7
130.612;Ab:maj7
132.09;G:sus4
133.543;G:maj
135.012;G:sus2
136.433;G:maj
137.91;C:maj
140.906;B:dim7
143.837;A:min
146.694;G:min7
148.082;C:maj
149.559;F:maj7
151.069;G:maj
152.555;E:min7
153.878;A:min
155.371;D:min7
156.759;G:maj9
158.188;C:maj
159.608;Ab:maj
161.078;Db:maj
163.886;C:dim7
166.686;Bb:min
169.494;Ab:min7
170.833;Db:7
172.318;Gb:maj
173.815;Ab:maj
175.125;F:min7
176.591;Bb:min
177.991;Eb:min7
182.787;Ab:maj
183.499;Db:maj
185.494;Gb:maj/5
186.22;Db:maj
187.662;Gb:maj/5
189.028;Db:maj
190.505;Gb:maj
192.784;Db:maj
197.741;N
