t;beat
0.340;1
0.890;2
1.470;1
2.010;2
2.610;1
3.120;2
3.680;1
4.210;2
4.790;1
5.300;2
5.890;1
6.420;2
7.020;1
7.580;2
8.150;1
8.750;2
9.510;1
10.070;2
10.630;1
11.170;2
11.720;1
12.280;2
12.890;1
13.390;2
13.930;1
14.450;2
14.980;1
15.510;2
16.040;1
16.580;2
17.150;1
17.690;2
18.230;1
18.750;2
19.290;1
19.830;2
20.370;1
20.910;2
21.460;1
21.990;2
22.520;1
23.040;2
23.570;1
24.130;2
24.690;1
25.240;2
25.790;1
26.330;2
26.870;1
27.420;2
27.970;1
28.540;2
29.110;1
29.660;2
30.210;1
30.770;2
31.340;1
31.890;2
32.450;1
33.000;2
33.550;1
34.080;2
34.620;1
35.180;2
35.750;1
36.290;2
36.840;1
37.390;2
37.950;1
38.500;2
39.050;1
39.610;2
40.170;1
40.720;2
41.270;1
41.800;2
42.340;1
42.870;2
43.410;1
43.970;2
44.530;1
45.080;2
45.630;1
46.180;2
46.740;1
47.290;2
47.850;1
48.390;2
48.940;1
49.500;2
50.060;1
50.580;2
51.110;1
51.680;2
52.260;1
52.790;2
53.320;1
53.860;2
54.410;1
54.930;2
55.460;1
56.010;2
56.560;1
57.080;2
57.610;1
58.170;2
58.740;1
59.270;2
59.800;1
60.330;2
60.870;1
61.410;2
61.950;1
62.490;2
63.040;1
63.570;2
64.110;1
64.650;2
65.190;1
65.730;2
66.270;1
66.820;2
67.380;1
67.930;2
68.480;1
69.020;2
69.560;1
70.120;2
70.670;1
71.220;2
71.770;1
72.320;2
72.880;1
73.430;2
73.980;1
74.510;2
75.050;1
75.600;2
76.150;1
76.700;2
77.250;1
77.790;2
78.330;1
78.890;2
79.450;1
79.980;2
80.520;1
81.070;2
81.620;1
82.160;2
82.710;1
83.250;2
83.790;1
84.330;2
84.880;1
85.420;2
85.970;1
86.530;2
87.090;1
87.650;2
88.220;1
88.740;2
89.280;1
89.820;2
90.390;1
90.940;2
91.500;1
92.010;2
92.530;1
93.100;2
93.680;1
94.210;2
94.750;1
95.300;2
95.860;1
96.410;2
96.960;1
97.510;2
98.070;1
98.620;2
99.180;1
99.750;2
100.320;1
100.890;2
101.460;1
102.010;2
102.570;1
103.120;2
103.680;1
104.230;2
104.790;1
105.350;2
105.910;1
106.460;2
107.020;1
107.570;2
108.120;1
108.690;2
109.280;1
109.830;2
110.380;1
110.970;2
111.560;1
112.110;2
112.670;1
113.200;2
113.740;1
114.290;2
114.840;1
115.390;2
115.940;1
116.490;2
117.040;1
117.610;2
118.180;1
118.770;2
119.370;1
119.980;2
120.710;1
121.430;2
122.150;1
122.880;2
123.610;1
124.300;2
125.000;1
125.790;2
126.580;1
127.280;2
127.980;1
128.690;2
129.400;1
130.110;2
130.830;1
131.550;2
132.280;1
132.980;2
133.680;1
134.390;2
135.110;1
135.830;2
136.550;1
137.300;2
138.060;1
138.770;2
139.490;1
140.230;2
140.980;1
141.690;2
142.410;1
143.130;2
143.850;1
144.580;2
145.320;1
146.060;2
